username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Zappieroth132,76561198086758882,Ballistic Overkill,"It's alright, Game runs smoothly and is indeed action packed. However map design... specifically the ""Base"" for each team on either side of the map is terrible... Spawn traping and spawn camping happens EVERY single match unless you play FFA Which just spawns you wherever... Which btw has quite alright and save respawns for as far as I can tell. Would I recommend this? I mean if you have a low budget I suppose it is a good way to start. But if you can save the extra pennies and just get something like Overwatch instead then I think you'll be far longer entertained. Ill keep playing this for a while and ill enjoy it but it could have been a lot better if the spawn traping/camping wasn't so extreme.","['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,3,3,2,neutral
Reepus Vangaurd,76561198081940363,Ballistic Overkill,very good!,"['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,4,3,2,positivo
Rivie,76561198105572967,Ballistic Overkill,"Worth it being made paid - the game was worse when you could only access temporary weapons. The classes are great in their effectiveness, the gameplay is fair and engaging, and if bought as a game for a budget computer build, the graphics look great for such a system. Got this game free, but this was because I spent a ton on microtransactions while it was free.","['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,4,4,3,positivo
KlausGaming,76561198001656242,Ballistic Overkill,"Ballistic Overkill is a lot like Counter Strike. You can play in various modes like FFA or Team Deathmatch on maps that have a size that ensures almost instant gunfights. There's no downtime here, you spawn instantly and run a short distance to get back into the action. There are no support classes here, it's all about taking out the enemies. It's simple and it works well. At the low price point I think it's worth it if you enjoy FPS games. As this is an online PVP experience the fun to be had here depends on how many players keep playing the game in the future. Gameplay video:","['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,4,3,2,positivo
Jacket,76561198073117561,Ballistic Overkill,The netcode is worse than BF4,"['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,1,2,2,3,negativo
Pacha,76561198114061544,Ballistic Overkill,10/10  Better than Call of Duty: Infinite Warfare,"['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,5,4,3,positivo
Apterous,76561197994827301,Ballistic Overkill,this game has come a long way and gotten pretty enjoyable.,"['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,4,3,2,positivo
pvinnitsky,76561197988281569,Ballistic Overkill,"been there, done that.  What is the reason they keep making these games?","['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,1,2,2,2,negativo
Baggy,76561198078582252,Ballistic Overkill,"Upon reviewing the first review a patch later :S. I've had a change of heart!? Its playable again! But lets start with what IS Ballistic Overkill? Put simply it's a FPS that 1st made a big splash on FB as a browser game, and it seemed to have impressed the many fans which fragged daily. On the PC as a fully downloadable game currently in EA, it seems to be, a fresh start and built up from the ground up. Its dropped the F2P tag for a price tag. Limited by 3 maps and 3 modes pretty standard stuff so far. Skills, classes and loadouts that will suit, including sniper scum. The important ethos is a game based on fast fun. Early days on BO of course, still the ground work impresses me.","['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,4,3,2,positivo
benyeliminator,76561198192373319,Ballistic Overkill,not bad game,"['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']",Mostly Positive,Aquiris Game Studio,2,3,3,2,positivo
