username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Jackin' JoJo,76561198076276605,Rocksmith® 2014 Edition - Remastered,"Guitar hero? thats not a rythm game, THIS IS A RYTHM GAME","['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,5,4,3,positivo
CasualCheetah,76561198032632811,Rocksmith® 2014 Edition - Remastered,"I love the premise of Rocksmith. Ubisoft’s execution of the game is a pretty shaky though. The basic tutorials are pretty entertaining. I was surprised to find the announcer has some good tips [for easier tasks] and will point out to you when you’re on the wrong string/fret. The ‘guitarcade’ games are a clever way of getting you better at the basics. They sadly don’t scale to your skill level/performance so they can get pretty repetitive if you’re having trouble improving. Menus are sloppy, inconsistent and all have a little sliding animation that needs to be finished before you can move on. Getting the game to recognize you guitar is also a nightmare. Not impossible, just frustrating. The accessibility of using a microphone is great but is lacking in the accuracy department. I purchased a pick-up for my acoustic and had to use a USB ADC to amplify the signal enough to get Rocksmith to work at all. I understand that really quick fourier analysis can be tricky, but the game is designed like there won’t be any muddle or delay. In the end, nothing feels worse than knowing for certain you’ve played the right chord/note just to have the game ignore you. When the game gets confused you can lose a streak or even all your progress in arcade. In lessons, the inablility to pick up some techniques makes the announcer bombard you with tips. Lessons expect perfection [before the practice song] andwill forcibly slow you down when you miss a note a few times. The mental backlash of, “But I am doing it right”, is oh so frustrating. As for noobie, the incompletable harder lessons aren’t necessary [yet], but the fact that I can’t even give them my best shot is a disappointment. Unlocking more of the catalog requires completing a selection of mini-objectives, some of which feel locked away behind the functionality of the game. I’m not convinced that buying one of their magic ‘Real Tone Cable’ would improve my experience as I had a friend who had an electric guitar and the cable have a similarly convoluted and inconsistent time putting everything together. Below, I’d say, 20-30% of a song learned, things seem to ramp up fairly. The game only adds in small chords when you’ve done that same small 5 note bit flawlessly several times. Beyond this region, however, that game gets way tougher, going from a few notes between strings to a barrage of several large and unfamiliar chords. There are some good setting in the practice mode you can enable mid-song. I just wish there was a sight read mode that would stop and let you catch each note before advancing to avoid just giving up when the game throws giant chords or high fret notes at you. If you’re looking to play more songs than the ones in the base game, Ubisoft has provided quite a few extra songs via steam, at a premium. It’s great that they’ve got a large selection that lets you expand your library towards artist you enjoy but $3 per song [1.79 on sale] is asking a little too much in my opinion. Lucky, to mitigate this probably, the unofficial modding community for Rocksmith is remarkable. They’ve got a ton of recognizable tunes from all sorts of famous musicians that Ubisoft didn’t get around to monetizing. On the downside, most don’t have the game’s variable difficulty/learning curve, so, for beginners, mods are more of a distraction. If you know how to play the instrument, I’d totally recommend the game. I think it’d be a pretty entertaining way to some extra practice in. If you’re interested in guitar, and have one laying around, this isn’t a bad place to start. By which I mean, the game should work more as a supplementary way to practice than the only thing you do. Rocksmith isn’t perfect and there’s a lot to be gained from looking around for more resources/tips or even committing to lessons if you feel you need more specialized help improving. Learning sheet music can also drastically increase your potential repertoire. Whether or not Rocksmith will become your main source of experience with guitar, it’s still a great idea with a lot of potential, just know that it’s not as fantastically as if advertises itself to be. Games that teach you are always something to be admired. There’s not much of a demand for instrument learning games, as licensing costs pretty high, but imagine if there were higher quality games for all sort of instruments…","['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,3,3,4,4,neutral
Sgt. Rock,76561197979095986,Rocksmith® 2014 Edition - Remastered,Played guitar halfassed for years now. Learned a song in two days. This is amazing. Best guitar teaching tool I've ever seen.,"['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,5,4,2,positivo
svdb,76561198030413844,Rocksmith® 2014 Edition - Remastered,"Wow, way better than the previous iteration of Rocksmith! Don't get me wrong, the previous version was great, now it's even greater. (oh, if your Rocksmith cable jack is causing trouble, noises and disconnects, just look up ""how to fix rocksmith cable"" on YT. I fixed mine and it's rock solid now)","['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,3,5,4,3,positivo
LAME,76561198038616833,Rocksmith® 2014 Edition - Remastered,Good,"['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,4,4,3,positivo
Robmachine,76561198007329044,Rocksmith® 2014 Edition - Remastered,An excellent program for pro's and beginners alike. Will challenge you if you know how to play and will teach you if you don't. You can adjust the speed of the songs and repeat riffs that you are having trouble and learn at your own pace.,"['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,5,4,3,positivo
MingtheMerciless,76561198030235524,Rocksmith® 2014 Edition - Remastered,"I love the game especially now that I figured out how to get rid of the lag. The one thing I don not like is that you have to pay a fortune to get all the songs. I understand that the company likes to make money too like us all, but I just feel a slight bit cheated due to the price of new songs. Why can't they just be decent human beings and come out with a dlc with 50 additional songs for 20 bucks thats a fair price not 3 dollars per song. Giving this an upvote due to the greatness of the game, but it almost became a downvote due to corporate greed","['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,3,4,4,3,positivo
Stuart Pot (2D),76561198116366723,Rocksmith® 2014 Edition - Remastered,"I've been using Rocksmith for quite a while (I had it on the Xbox 360 before the PC) and it's taught me more than I was expecting. I started playing this knowing little to nothing about guitars and now, I'm able to play just about every song people request perfectly (including Eruption by Van Halen). I must say, this is one of my favorite games of all time. +Teaches you guitar or bass +Riff repeater +Smooth gameplay with very nice flow +Minigames that help teach you +UNLIMITED tones to find and create in Tone Designer +Disconnected mode for when you want to just view a song or play with your amp (this is what I like most) +CDLC's!!! (If you have the Cherub Rock DLC purchased) +It's just extremely damn fun -You can't go into disconnected mode in Multiplayer -Um.....I dunno what else is wrong with this game OVERALL: This game is easily one of the most fun and best games I've played in my whole life and I've played a whole crap load. MY SCORE: an easy 9-9.5/10","['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,5,4,3,positivo
TheCanadian,76561198076641551,Rocksmith® 2014 Edition - Remastered,I am jimi hendrix,"['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,4,4,3,positivo
ProDiiGY,76561198063327313,Rocksmith® 2014 Edition - Remastered,Learned to play my first song (Bulls on parade) in under 20 hours,"['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",Very Positive,Ubisoft - San Francisco,0,5,4,3,positivo
