username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
SkyeRise,76561198052674173,The Last Tinker™: City of Colors,I got my money's worth at 90% off. A brilliant game until it pooped itself and destroyed my savegame as well. The security system boss went into bug mode and would insta kill me on respawn and then eventually hard crash of my PC. Not recommended at all until this gets some more love from its devs.,"['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,3,2,4,3,negativo
Ryngak,76561198119217982,The Last Tinker™: City of Colors,"A clunky assassin's creed for racist children, also the only known ""platformer"" without a jump button.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,1,1,2,2,negativo
ryan,76561198060806210,The Last Tinker™: City of Colors,"No actual Jump Button? Banjo Kazooie has it, Ratchet and Clank has it Terrible Story uninteresting, the start of the game is some stupid tutorial I dont need to be told  game mechanics for a game let alone something supposed to be like Banjo Kazooie cause it's nothing like that all. You dont even jump you just roll and it is so finicky to land on to the next spot has to be perfect, worse than in Assassins Creed I, Coudnt get past the tutorial. Just play Pyschonauts instead of this, It is worse than the crappy Molson Dry beer I found outside.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,1,1,2,3,negativo
Mineswee,76561198157201361,The Last Tinker™: City of Colors,if you go into this game thinking you are going to need to do precise jumps you will be very dissapointed considering there is no jumping that you directly control at all however I thought it was ok it wasn't great but it wasn't bad either the colors look nice and it does give a few different options to defeat enemy's later on which is nice this game is pretty demanding on hardware however I every few areas or so would drop below 60 fps at max settings with an rx 480 at 1080p so just be aware of that,"['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,2,3,4,2,neutral
amoshiggs,76561198146029658,The Last Tinker™: City of Colors,"Repetitive, tedious and frustrating. Okay, this is not a *horrible* game, but it ain't too great either. The most positive things I can think of are good graphics and it seems to have a decent storyline (I guess). But the camera views are difficult and frustrating. The part of the game I am currently on features very bland, repetitive, boring combat. You have to run half a mile (slight exaggeration) away from an enemy, then quickly turn around to face him and then shoot beams at him. Problem is, by the time you've turned around and aimed at him you only have two seconds to fire beams at him before you have to run away again. Those beams are your ONLY way of fighting the enemy and you have to hit him a whole bunch of times, so these battles are lengthy and tedious. Mind you, there were earlier parts of the game that had better combat in which you punch and physically hit enemies, and this might just be a phase I'm on now. But why include this phase at all? And will this phase return later on? The poor camera controls add to the tedious and frustrating nature of the game. One final flaw I'd like to mention is that the whole game seems just a little laggy and jumpy. I'm using Intel HD Integrated graphics (no dedicated graphics card), but Mass Effect 2 runs perfectly on my computer and this game runs... sluggishly. It's as if the camera cannot keep up with the action and some frames are skipped. I have enjoyed parts of this game but there are flaws which cannot allow me to recommend it.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,3,1,3,3,negativo
Oybluz,76561198020506980,The Last Tinker™: City of Colors,"TL;DR : Description gives wrong expectations, but the game is still fun. This is more an adventure game than a platformer. Many people complain that this is not a difficult/challenging platformer. But it's not meant to be. It's a kid-friendly, easy platformer. So of course most of the platforming and combat is easy, and a lot of things are automated. The problem comes from the ""inspired by"" part of the description. This proves once again it's rarely a good idea to say your game is inspired by this or that because people will expect a very similar game and be disappointed. The game may be wrongly advertised, but that doesn't mean the game is bad. You just have to expect a fun and colorful, kid-friendly (both in terms of content and difficulty) adventure game with platforming elements. Not an actual platformer like the two games this one is said to be inspired by.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,3,4,4,2,positivo
Jack n' the box,76561198095967515,The Last Tinker™: City of Colors,"It's okay. THe Last Tinker feels like the games you might have played as a child. its good for reliving those memeries. It's a nice little game about racistism. 7/10, might be a bit generious, but i like it.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,3,3,4,2,positivo
Mexicutioner,76561197976528105,The Last Tinker™: City of Colors,"Mediocre modern platformer. It is nothing like jak and daxter or banjo kazooie like it's advertised but it doesn't have to be. What it does, it does fairly well. My only gripe is the lack of an actual jump and some of the sounds start to get annoying.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,2,3,3,2,neutral
40GallonTophat,76561197981588360,The Last Tinker™: City of Colors,"tl;dr: A solid gaming experience! Ps & Cs: + Good graphics + Decent controls + Cute story + Clever ideas + Great for kids - Very easy - N64-Zelda-esque jumping This is a great kid's game.  I'm a 33 year old man, and even I'm enjoying it, kind of harkens back to the old N64 days.  The story isn't great, but it's fine for a game about a monkey brining color back to the world.  My biggest gripe is the lack of a jump button, as the game uses the auto-detect ledge jumping ala Assassin's Creed / Zelda 64, however it performs just fine.  At $20 it would be fine.  At $2.99 like I found it, it's a MFing masterpiece.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,3,4,4,2,positivo
pvinnitsky,76561197988281569,The Last Tinker™: City of Colors,lame jumping simulator for children,"['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,1,2,2,1,negativo
Renomaki,76561198034063409,The Last Tinker™: City of Colors,"First impressions are very important when it comes to making a game, and when it comes to this one, it isn't hard to see why a lot of people dismiss it as a ""meh"" game: Combat is rather simplistic, the story clearly is about the evils of racism and how it ruins communites, and infamously about how it feels nothing like what it claims to be paying homage to. But then you play a little more, and you see that the game touches down on more than just racism during your 5-7 hour adventure. It will delve into the dangers of excessive paranoia and fear of the unknown, tell the story of a man who wastes his life away at the bar instead of trying to solve all his problems like a man, and of course that there is nothing wrong with helping someone that you normally aren't really friends with.. In dark times, even the bullies that pester you need your help, and in turn can become a close friend. Combat, while it still is button mashy, at least gets a bit more interesting as you progress through the game, getting new powers that allow you to switch it up a bit, such as the power to stun a large enemy so you can deal a critical blow from behind, or even cause them to suddenly start running in fear off of a cliff or into spiked bushes of death. Late in the game there is even some enemies that require you to vary your attacks in order to beat it, so you can't just button mash your whole way, as well as the fact that sometimes you need to use a later-earned ranged attack to deal with other threats, giving you something different besides jush mashing the left mouse button. However, the game most certainly is no Banjo & Kazooie or Jak and Daxter, what with the collection element of the game being completely optional and only used for small bonus content, nothing really big (unless you like lookin at concept art), and the platforming being mostly simplified (I say mostly, because there still is a few segments that require your input, such as jumping during rail grinds and the general timing of platforming). Rather, this is more of a 3D semi-platformer bawler of sorts, and for the kids, I think it is a fairly decent little game. Not only does it leave you to ponder a few things afterwards about the content it tackles, but it also is a fun title full of life and personality, and a few chuckles here and there.. For the hardcore sort, however, maybe you might wanna look elsewhere, because while there is some challenge in this game, I don't think it'll be enough to keep more serious gamers engaged for long, as indicated again by the negative reputation this game sadly has.","['Adventure', 'Indie', 'Action', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",Mostly Positive,Mimimi Productions,4,3,4,2,positivo
