username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Plumtree ツ,76561198063792140,Tribes: Ascend,"Its free, and its tons of fun","['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,1,5,4,3,positivo
Finman2000,76561198127639913,Tribes: Ascend,Great style and gameplay. It has a unique fun experience as well as being quite hard. I would pay ten dollars or more for this game. Recommended for anyone who has enough space on thier computer.,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,3,5,4,4,positivo
The road madness madman,76561197999135330,Tribes: Ascend,Shot a guy with the disk for cinderella 10/10,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,1,5,4,3,positivo
A Midnight Dreary,76561197998142706,Tribes: Ascend,I played this game before it was out on Steam and it was a blast.  After leaving it for a while to play other games I was disappointed to come back and see no active servers. After several days of checking at various times of the day I can now conclude that this game is completely dead.  What a shame because the game had such good play mechanics and wonderful eye-candy.,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,2,4,3,3,negativo
Rapture,76561198213753517,Tribes: Ascend,"gotta go fast! gotta go fast! gotta go faster! faster! faster! gotta go fast! gotta go fast! gotta go faster! faster! faster! gotta go fast! gotta go fast! gotta go faster! faster! faster, faster, faster!","['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,1,5,4,3,positivo
Morty,76561198049997692,Tribes: Ascend,It's dead. R.I.P,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,1,1,1,2,negativo
sdfg,76561198062244424,Tribes: Ascend,"realy free game, and not pay to win, all weapons perma, no limited","['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,1,5,4,3,positivo
GreyDog58,76561198093602667,Tribes: Ascend,This game is just the fastest.,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,1,5,4,3,positivo
Museman7,76561198077751138,Tribes: Ascend,BAD: Developers forgot the game in 2013 Classes very unbalanced bad matchmaking Explosive weapons too overpowered GOOD If you do find a fair game it is a really fun experience No Pay-To-Win Fairly easy to learn,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,2,4,3,3,neutral
[VAV] Hen,76561198065534670,Tribes: Ascend,Its alright,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",Mostly Positive,Hi-Rez Studios,2,3,3,3,neutral
