username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
FantasyFreak_UK,76561197985072747,Majesty 2 Collection,"An addictive Fantasy kingdom game, where you 'encourage' your subjects. I haven't touched the multiplayer yet but more than enough to keep you entertained in single player.","['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,3,4,4,2,positivo
Elis_Eris,76561198054297474,Majesty 2 Collection,"Very cool system, simulating live of king with fantasy heroes. Very nice game. Isnt really hard to play and enemy AI is poor. but multiplayer is really cool. Story si queite nice and you will spend meny hours on this beautiful game I can only recomended (and multiplaer is cool chalenge), i hope developers make Majesty 3","['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,4,4,4,2,positivo
SurgeOfDestiny \[T]/,76561198011263543,Majesty 2 Collection,Majesty! the RTS simulator! This is such a fun series. And Such a great game. I will never stop recommending Majesty to anyone!!!,"['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,4,5,4,3,positivo
Delfrod,76561197975041945,Majesty 2 Collection,Challenging and extraordinary RTS. Instead of direct control the player has to use gold bounties to command heroes.  Haven't seen a game mechanic like this in any other game.,"['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,3,5,4,4,positivo
[Asgard] Thor,76561197978232684,Majesty 2 Collection,"I think that this game was attempting to make a kingdom building game where armies are replaced by heroes to be sent on quests to deal with threats and scout locations. What they ended up with is a real time strategy game where your armies can't be controlled and only sometimes deals with threats. This game is entirely built upon luck and RNG. Sometimes a werewolf attacks too early and murders every hero in one hit, which spawns a graveyard which spawns skeletons and other undead. Now you have no heroes, a werewolf, and skeletons attacking the town. Other maps are supposed to have bosses you deal with after doing certain quests, but no they'll spawn right away before you get any hero buildings up and you'll lose in about 2 minutes of starting the map. Other maps will send a huge number of monsters before you can get hero buildings. Reading old posts from the original Majesty 2 forums show the last thing the developers did was stop trainers from working and the editing of some files to prevent cheating, but did nothing regarding the clearly broken nature of the game. One developer post from 2013 said that there was a problem with the DLC that would get fixed ""soon"". Three years later and it hasn't. This game appears to be for all intents and purposes abandoned which is strange because they've been jacking off the Ardania world for every drop.","['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,2,1,2,4,negativo
Too_Old_For_This,76561198029403467,Majesty 2 Collection,+,"['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,3,4,4,3,positivo
Break,76561198043175528,Majesty 2 Collection,"Not many games can come back and be as great as majesty did , Well done","['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,4,5,4,3,positivo
Blackenstein (Shawn),76561197960575030,Majesty 2 Collection,"This is the worst strategy game I have ever played. The first 5 missions are ridiculously easy. The 6th mission is impossible to complete without cheating. The player has about 20 seconds before the base is attacked by a dozen dragons. It happens so quickly that it's impossible to build a warrior's guild before the dragons come. There is only enough time to build a rogue or ranger guild, but those characters suck and can't kill dragons. The dragons continue to attack the base in packs of a dozen or more, and there's no way to construct new buildings while that is happening.  In the above video, one can tell the player is cheating because his buildings are constructed several times faster than normal, and the dragons do several times less damage than normal. Look at the health bars on the buildings. They barely move. Majesty 1 didn't have a set order of missions. If one mission seemed impossible, one could skip it and do the other missions.Majesty 2 is not like that. I get 5 missions that are incredibly boring because they are too easy, and then 1 impossibly difficult mission that prevents me from seeing the rest of the game","['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,1,1,2,4,negativo
Ecrex,76561197993536210,Majesty 2 Collection,"I love this game, i really do.","['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,3,5,4,2,positivo
-=WavE=-,76561198030598611,Majesty 2 Collection,Basically a dull remake of the first Majesty game. Monster kingdom DLC is only one worth playing.,"['Strategy', 'RTS', 'Fantasy', 'Simulation', 'Base Building', 'Singleplayer', 'Comedy']",Mostly Positive,1C:InoCo,2,2,2,3,negativo
