username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Olschoolgamer,76561197968950343,The Dweller,"I don't really like puzzle games but The Dweller had a good story, was short, and the puzzles have a basic mechanic that is easy to get into. If you want to try a puzzle game buy it on sale and give it a shot. There is something very satisfying about crushing an archeoglogist under stacked boulders.","['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,4,3,3,2,positivo
Lord Dyran,76561197973052125,The Dweller,Interesting little puzzler with a great atmosphere.,"['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,3,4,5,3,positivo
Yracham,76561198091878565,The Dweller,"Really fun and original game. It's rather short (3h), but the gameplay, the progression and the ""notes"" for the background story are well in place.","['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,4,4,4,2,positivo
arimaus,76561198045136299,The Dweller,"The ruins of an ancient underground empire have been discovered and a large, well funded team of archaeologists plans to unearth its secrets. Unfortunately for them, they unearth something else.. you! You play as an ancient monster whose only desire is to rid its home of pesky archaeologists (though they are delicious). The catch? You are bound to the rock and it's not always straightforward moving amongst the caverns - you'll have to employ boulders and monoliths/statues in your attempts to crush, devour or scare the archaeologists to death. The Dweller is a unique little puzzle game that I would heartily recommend.","['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,4,4,5,3,positivo
SentryWolf,76561198151579756,The Dweller,"The dweller is a curious game, at only 0.49€, it brings a fresh of breath air into the gaming scene, in it you are an ancient monster trapped in a cave, and you must kill those damm archaeologists, but in this puzzle type game you have a problem.. you can only movie thru solid matter, so you must find a way to reach them without being in contact with the air, so you must for instance ""possess"" a boulder and move it to reach and kill. - An interesting concept! It truly brings something new. - As you progress in the levels, and there are allot of them, you can read texts about the monster and what the archaeologists think! - At sometimes it can be a true challenge, and the repeat button will surely be put to work. - Altough its simples graphics, it conveys a dark a gritty image that makes this game truly shine. The lack of a well condensed storyline, it would have been a good introduction and could bring a bigger audience to this game, instead of a simple puzzle game. The Dweller is inovative, hard and a persistent game, that makes you try and try, till you get to the end, with an increasing dificulty. Play as the Monster, from the Shadows and destroy all those that stand in your way. If you enjoy puzzles and a cool game to play, The Dweller is perfect in both categories, and for the its price, its a easy choice. I give it a 8 out of 10. And one of the best buys i have done! I mean its 0.49€, would happily pay up to 3€ for it. Have fun Guys and Girls, and for more join me on Curate This - An Honest Review, now on Youtube.","['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,3,4,4,4,positivo
M3g4m4n,76561198044505240,The Dweller,Addicting Puzzlegame. Smushing Indiana Jones w/ a rock controlled by a dark beeing is kinda fun.,"['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,2,5,4,3,positivo
Pale Dolphin,76561198005271335,The Dweller,"* Great atmosphere. I can't say graphics is very detailed or very beautiful, but it gives the right feeling (same for music, by the way). And that's most important. * Progressing difficulty. Levels are gradually becoming harder (though, level 8 took me around 10 minutes to figure out, but that might be just me), introducing player to the new mechanics one at a time (once in 2-3 levels, I'd say). * Fair amount of playtime. As I'm progressing, I think it's going to take me roughly 4 to 5 hours to complete the whole game. * Price. I've bought this game for $0.5, and this is more than a fair price for this game. - - - - - - - * While level design is okay, the color scheme doesn't change through the whole game. Somewhere after level 20, you're getting bored of the same-looking landscape and start wishing there would be at least some changes to the color scheme (say, purple or blue instead of brown for some caverns). - - - - - - - A must buy for puzzle lovers. A good buy for casual players, people who love dark/gory games, achievement hunters and card miners.","['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,3,4,4,3,positivo
ThreeLeggedFeline,76561198300297476,The Dweller,"There's something almost therapeutic about this game...I've never experienced such a feeling of triumph over causing a cascade of terror, leading 3 archaeologists to fall to their deaths. Great little puzzle game with an interesting mechanic. I loved the spoofy, lovecraftian story which underpinned it. All around, a fun, brain-teasing time-waster.","['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,4,4,4,3,positivo
cheffdonty,76561197989053541,The Dweller,Puzzle game with simple mechanics. Makes for enjoyable short sessions.,"['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,2,4,3,2,positivo
Dead,76561197962836465,The Dweller,Very good game.,"['Indie', 'Simulation', 'Strategy', 'Casual', 'Puzzle']",Very Positive,Villainous  Games,3,4,4,2,positivo
