username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Rad,76561198006507317,Cradle,"I cannot comment on the game since I never made it past the settings menu. But this is a head's up to others who might be intrested to buy this. The game comes with fixed unbindable keyboard controls and no option for invert mouse.  This is fine for the 99% who are used to WASD and non-pilot mouselook, but it's not ok for us who learned to use other settings before WASD even was invented. Also, lefties and disabled might have issues with this. Devs have responded that the controls are so simple that they have no intention to add customizable controls. A bad choice if you ask me.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,1,1,2,2,negativo
rocco.salvetti,76561198060301780,Cradle,"This is a review of the firsts two hours or so. Interesting problems justify research, not trivial tasks made problematic by saturation of colours, clumsy controls and poor level design. Few examples: - What do you do at the beginning of a game? You look around trying to understand what to do. The environment is big, beautiful and inviting, curiosity will invite you for a walk around. Don't! Despite such environment you are not supposed to explore yet. Hit TAB and follow the game designer instructions but beware, while the invironment will give you plenty of simple solutions to simple problems, you will have stricktly stick with the designers solutions which often aren't clever. - Well, at least explore the room. Don't! You will see plenty of paper and this is deceiving, in fact, you will need paper to light a fire. Easy to find in such room, right? No, you need the right one. It is not hidden but if you explored the room you will waste your time considering many options. Annoying. - You need some salt, what do you go for? The thing that looks like salt in the kitchen or the red box not labeled in English? Well, you have to find the translation for the red random box. Like if salt is hard to find in a kitchen without google translator. - There is more but I will just add that objects are often small and hidden by saturation of colours. Btw, it looks great!","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,3,2,4,3,negativo
Beast of the East DC United,76561198005772688,Cradle,"A good buy for the fan of the adventure genre. From the opening moments, reminded me of when Myst was the best PC game around. Takes place on the quiet, grassy planes of sci-fi mongolia. The game features the empty, yet grand setting, similar to myst, and features strong exploration gameplay. I really enjoyed the quiet exploration, mixed with heavy cyber-punk esq sci-fi. This has been a fantastic game and a must own for any sci-fi, or adventure fan. Well done by the devs to make something truly original.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,4,5,5,2,positivo
The_Ring-Bearer,76561197967571077,Cradle,"The world of Cradle is mysterious. It invites you with little handholding to try and make sense of it all. That there is some powerful mystery to be solved or some curious insight to he discovered. The first hour or so is a slow discovery of trying to figure out the history of this world as well as gradually repairing the strange robot in your hut. This part was rather fascinating and curious. However quite a few things mar this game. The little handholding can sometimes be too little. Yes it will always tell you what your current objective is, but sometimes it is unclear at how to accomplish it. Sometimes you need to find one particular item that can be difficult to locate. I certainly had one time accidentally knock the critical item I needed off a table into some corner of the room before I had realized that it was a critical item 30 minutes later. I had to use a guide a few times, especially one with pictures in order to know exactly what things such as a “Synchronizer” looked like. Eventually you get playing these simple games in a nearby amusement park. I am not sure how I feel about them, as they seem tonally different than the rest of the more interesting part of the game. Although they do provide a gameplay break from the exploration and story. But the worst part of this game is how it seems to abruptly end and its ending. While I understand what it is showing me in the ending, it is very unclear how/why this is happening. It felt like there was a number of things hinted in the background or dialog that was left unexplored. Ultimately, despite the interesting and promising beginning, I left feeling disappointed.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,3,2,4,3,negativo
Cataclysm,76561198004310606,Cradle,"I really like this game.  They made a very interesting world to play in, with plenty of lore and dialogue.  I don't care for the block puzzles very much, but it's not terrible or frustrating.  Very cool, pick it up.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,4,3,5,2,positivo
Clueless,76561198026506133,Cradle,"Game's pretty short, but hits all the sci-fi itches, despite any of the cheesy elements or the weird minigames.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,3,3,4,2,positivo
Nokzen,76561198020085437,Cradle,"A very Beautiful game, nice puzzles, good graphics, so far very interesting story. Game really impressive. Dont miss out guys, join the adventure.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,4,4,5,3,positivo
Tenka,76561197965583985,Cradle,"Don't let the pictures fool you, it may look like beautiful open world but sandbox game this is not. The really nice scenery ends  just up the hill where the character ""blacks out"". It's not like they couldn't have made it more open, its just not that kind of a game. Instead this is a point and click adventure centered around the idea of waking up inside a tent with amneisa next to a non-functional android and being required to piece together your memories and her body by solving puzzles, riddles and mini-games. Whether or not you like this game will depend strongly on whether or not you can appreciate story driven ""investigating"" and first-person puzzle games, I personally was able to get into both and really enjoyed this game. The story is really where this game shines, I love cyberpunk, psychological mystery type stuff and this story really covers a lot of ground. The only downside I find is that the ending feels .. unfinished. Yea, its one of ""those"" .. where its supposed to have you come up with the answers yourself but instead looks like they ran out of time and had to ship the game without an ending. However, the journey, the story and the adventuring and the puzzling were all enjoyable for me and I recommend this game to anyone who likes point-and-click adventure games. Just make sure you really know what this game is about before trying it.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,4,3,4,3,positivo
FriendFive,76561198096079278,Cradle,"Beautiful game with a cool sci-fi story concept (with some mysticism thrown in) that has an abrupt and ambiguous ending and occasional mini games that don't seem to fit with the rest of the game although there is a narrative reason for their existence. Not for everyone but I definitely enjoyed it despite not fully getting the whole story. This game deserves a better review than this, but I don't feel like writing it at the moment. The world is very detailed and fleshed out despite the limited number of areas you can explore.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,4,3,5,2,positivo
debe.sys,76561197971276058,Cradle,"OK, imagine Talos Principle was written as it was written, but implemented by a bunch of amateurs. That's what happend with Cradle, imho. It's an ambitious story (obviously, nowhere near Talos Principle, but you did not expect it to be, did you?), but implementation is poor. As a result, the story is almost incomprehensible and contrasts enormously with the simple gameplay. Plus, graphics are not optimised... :( I don't know, if you have a very good PC and don't mind following the on-screen instructions step by step (don't even try to improvise and do stuff in advance) AND reading every little thing there is to read, then maybe you'll like it. Just don't buy it full price.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,2,2,3,3,negativo
Chummy 8,76561198001980312,Cradle,"Cradle is a an adventure game that is very close to being a classic. It's a game that leans into its mystery and setting and it is up to the player to explore the world and discover the mystery behind your identity. Where the game struggles is in its puzzles and story telling/ending. This is a game where you need to scour every inch of the game world to fully understand the game. The ending also can be confusing, leading the player to forums and such to understand what exactly just happened. Even so, the world, the dialogue, and the setting make up for everything. Cradle is a game that you definitely get out what you put in. And, even with all of its faults, this is a game you won't want to miss.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,3,3,5,4,positivo
rutra80,76561197970656406,Cradle,One of the most enthralling worlds and stories that you can experience in electronic media.,"['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,5,4,5,2,positivo
Clarence,76561198290238998,Cradle,"Cradle is most importantely a passion projet. And it isn't even subtle about it as the first task you are require to do in the game is a few trivial task to accomplish mundane goals (which is, admittedly, very cute as it has a excited-programmer-who-says-''look at my amazing physic engine!'' feels). And Cradle comes with a lot of the positive and negative of a passion projet. I recommend Cradle because it has an amazing world setting. It is genius to set your world in the middle of the mongolian steppe as it is a place rarely visited in the media making it a very attractive and alien setting. And the attention to details really bring this alien world to life. Enebish's yurt is a place I would genuinely like to live. The story is only ok though. The strenght of Cradle is more about setting, set pieces and strong soundtrack that enhance the previous elements. So expect Cradle to make you feel more than make you think. Keep in mind you will have to deal with the shoddy optimisation (which lead to annoying frame rate drop) and the not so good physic of Cradle. To me it wasn't a problem because I am into passion project and if you are too, Cradle is worthy addition to your library.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,3,3,5,2,positivo
belaviaair,76561198060763780,Cradle,"Good avdenture game, the artists had a wild imagination.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,3,4,5,2,positivo
40GallonTophat,76561197981588360,Cradle,"This review is a recommendation with a 20-foot-tall BUT attached...  Absolutely gorgeous game, first of all.  The location is wonderfully realized and makes you feel like you really are in the middle of nowhere.  The area feels so big I never wanted to just go in one direction to see how big.  The whole world is scattered with tons of things to read.  It was cool that the main character was not a generic white guy, and the other main character was a lady.  The game very gently nudges you in a direction as to what your next objective is, so it never felt like it was hand-holding. BUT, all of this comes at a price...  The objectives of the game are so vague, it can be really hard to even know what the hell is going on.  ""Find a red thing to do something with"".  WTF am I supposed to do with that??  The game is built on what feels like a very thought out world that is not explored in the slighest.  The only other character is a robot with a wacky nose.  It's never explained why...for either part.  The ending is super abrupt and is barely explained at all.  Lastly, the game is chocked full of this horrific box puzzle game that is both not fun and very uncharacteristic.  You can however skip these games after you lose for the first time. P's & C's: + Beautiful + Streams wonderfully + Good writing + Lots of intractables + Doesn't hold your hand + Can skip the box portions - Ending is abrupt and unsatisfying - World not very well explored - Doesn't hold your hand...barely even gestures in a direction ---- Box puzzle that really seemed tacked on and almost made me stop playing (until I found out you could skip it) tl;dr: While I wouldn't recommend playing this game, it was competent enough to warrant not giving it a thumbs down. very-confused / 10, would try next game...","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,2,3,5,3,neutral
Yusufu,76561198023049455,Cradle,"Cradel reminds me of Myst games I used to watch my father play as a kid. It is so empty, yet beautiful and introduces a variety of gameplay mechanics. It is not the type of game where you wonder around aimlessly looking for notes lying around to advance the plot (Not a walking sim). Instead, you are in for different types of puzzles to solve, some of which, are pretty hard. The story is one of the most mysterious stories I have ever gone through, therefore, I am not sure if I can explain it well. Despite that, the characters look and sound alive and realistic which got me engaged. I hope this spoiler free review was helpful.","['Adventure', 'Sci-fi', 'Indie', 'Atmospheric', 'First-Person', 'Exploration', 'Puzzle', 'Open World', 'Singleplayer', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Nudity', 'Great Soundtrack', 'Short', 'Female Protagonist']",Mostly Positive,Flying Cafe for Semianimals,4,4,5,3,positivo
