username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Paratech2008,76561197998146124,Double Dragon Trilogy,"I love Double Dragon. I haven't played either 2 or 3 via emulation, but easily got my money's worth from Double Dragon alone and anyone who enjoyed the game in the arcade should enjoy it on the PC. IIRC, there's only local coop, but that's the way it was in the arcade. You can customize controls, which I suggest. You can continue the game by pressing start if you lose all your lives. If you're into older games, buy it. If you aren't avoid it. I doubt anyone will like Double Dragon 3, but Double Dragon 1 and 2 are nice games.","['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,2,4,3,3,positivo
Gibbrons Main Man Extraordinair,76561197972662678,Double Dragon Trilogy,"game works fine dont see what everybody is fussing about,only gripe i got is three sucks","['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,1,3,3,2,neutral
DarthAdios [RG#6],76561198000453031,Double Dragon Trilogy,"Very poor ports of classic games, NES versions are a lot better, buy those avoid this. NES games are more expensive but you pay for quality.","['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,1,1,1,2,negativo
Danatz,76561198086577753,Double Dragon Trilogy,"Terrible port. Terrible music remixes. One does not simply remix the original OST and stay alive to witness the mongrel he created. Patches did nothing to take care of resolution problems but I simply don't care, would play in 320 if needed. Controls are terrible. I got original Double Dragon 3 and I have my faithful 286 to test it as do I have it on my Mega Drive. This port is♥♥♥♥♥♥ Please, greedy publisher, go and take a dump on even more fantastic games we played as kids.","['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,1,1,1,2,negativo
Evilnapkin,76561197966385727,Double Dragon Trilogy,These are some bad games.,"['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,1,1,1,2,negativo
Dan Classic,76561198128522820,Double Dragon Trilogy,"Here it is the Double Dragon Trilogy on Steam! I was gleefull to say the least when I saw this was available. I remember playing the first game in the arcade way back in the 1980s so to have this legit version to play on my PC is a real treat. Can't say that I'm extremely familiar with the second and third incarnations (at least in the arcade) so there's a little something extra for me to explore there as well. Overall, not a bad port and some good nostalgia.","['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,3,4,4,2,positivo
THEKOOKYBOY,76561197995072611,Double Dragon Trilogy,Worst soundtrack ever.,"['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,1,3,1,2,negativo
Jacko®,76561198022266545,Double Dragon Trilogy,"Jacko Rating 8/10 Ah I can taste the nostalgia in the air.  Big thanks for remastering the Double Dragon Arcade games of old, old school gamers like me grew up on these when they filled the arcade halls of late 80s and early 90s. The remake is very close to the original but there are a few things auido and graphic wise which are not identical to the original, I have this on MAME32 Emulator which is 100% identical for comparison. The 3 games are great fun and takes you back to in time, they also have the option to change resolution and music/audio track which gives a slightly different feeling whilst playing this old school beat em up. All in all if you played these back in the day then do yourself a favor and grab this and keep it for those rainy days or to show the youth of today what games were before it became a business industry focused on profiting from the very concept that my generation invented to escape the boredom of business and work.","['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,3,4,5,2,positivo
Coleco_84,76561198085926417,Double Dragon Trilogy,Best MAME simulator 11/10,"['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,2,5,4,3,positivo
RabidUrko,76561197983301475,Double Dragon Trilogy,These are virtually (apart from the HUD) EXACT copies of the ROMs and play just as you (and i did years back for ages) would of done in the arcades. Top stuff.,"['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",Mixed,DotEmu,2,5,4,3,positivo
