username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Fenris84,76561198053259351,Monster Slayers,Good little game. Hint: use the fast mode.,"['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,2,4,3,3,positivo
It's Mer!,76561198026074229,Monster Slayers,"Great time waster. I love deck building games and I've played several on Steam and they mostly don't work well in digital form. Monster Slayers does it right. If you like the deck building mechanic, this is definitely worth a try.","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,3,5,4,3,positivo
Lakrits,76561197967654397,Monster Slayers,Great deck-building RPG adventure!,"['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,4,5,4,3,positivo
mijxero,76561198068431321,Monster Slayers,"I think the ideas and UI are solid.  Its just the execution that starts to fall apart the more you play.  Enemies can have complete counters to your basic class styles and some enemies will have tons of high level cards when you only have a few.  There are too many times that I died to an enemy that chained 8 cards or just basically forced to discard almost all my cards.  Its worth trying, but in the end I found it more frustrating than fun.","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,3,2,3,4,negativo
KeepAwake,76561198012074300,Monster Slayers,Fun game.  Quite simple and each game doesn't take too long to run through.  Replay is very important since each run is short and I'd give the replay value about a 7/10.  I recommend playing this game at max 1 hour each time so it doesn't get boring.,"['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,2,4,3,3,positivo
Ninshubur,76561198056223771,Monster Slayers,"This game is super grindy!  You level up classes rather than characters.  It is extremely discouraging in the beginning, as your character has no chance of winning certain encounters.  After a while, when you think you are getting somewhere, the game raises the bar and you start sending your characters headlong into death again for a while.  If you stick with it, however, it can easily become fun and addictive. The keys to the game are leveling your class and getting the right equipment, which you keep between deaths.  As well as figuring out the nuances of your class.  For example, I was really struggling with my Knight, until I realized that the best defense is a good offense, with lots of interrupts and resistance armor.  Also, a leaner deck worked better for me and I deleted lesser cards whenever I could. After killing a Harbinger with my Knight, I did some of the endless fights, which got really boring after a while and I just let him die.  At which point he ran off with all the good gear I had stockpiled. Am I willing to start the grind again with a new class and no gear?  Not any time soon.  But maybe down the line, I'll once again send a steady stream of adventurers to their unavoidable doom ...","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,3,4,3,4,neutral
oO,76561198002517043,Monster Slayers,"Bought this game today as it looked like a nice time filler. Just to let you know, for about 4 hours I wanted to get myself some coffee from the kitchen. Now I have 4 new achievements and my body suffers from caffein withdrawal. Can totally recommend this game and the price / value ratio is excellent! EDIT: I have to add that it is amazing who constantly the developer checks forums and even releases updates based on community feedback. Even on weekend. Will gift this to a friend who will love this game. This small gem needs more attention.","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,3,5,4,3,positivo
SoloPlayah,76561198045401832,Monster Slayers,"I wish I wasn't so picky that I have to buy dozens of games before I find one that is perfect to my tastes like Monster Slayers is. This is pure addiction and one of my all time Steam favorites now. I love cards, fantasy, RPG, and rogue-like. The balance and progression is FAIR and BALANCED, just like Fox News. I suspect if I ever finish it I will attempt to unlock everything and get the achievements.","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,4,5,4,3,positivo
Nathaniel Prime,76561197982567490,Monster Slayers,"I recommend this game, but ONLY for a few hours of fun. You start as a lowly wannabe-hero, and you fight monsters and collect loot via turn-based combat in a roguelike fashion.  Your character levels up throughout a single run and can pick several fairly dull upgrades upon levelling up. There are really no interesting perks gained through leveling up. The use of cards as abilities makes this a whole lot more fun than it sounds, though. They are varied and fun, and each of the twelve classes gets a different set of possible cards to make each character feel different from the rest. The bad news is that the game is so heavily reliant on luck that after a few runs as a few different classes, the novelty of the card system has worn off.","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,2,3,3,2,positivo
BloodRaven,76561198024689294,Monster Slayers,"I payed $3 for the game and for that much it's worth it. The actual game is extremely short, I figure you could theoretically beat it in 30 minutes or less. However, the playtime is drawn out by the huge difficulty spikes and the ridiculously large amounts of luck needed in later fights. The pain of the difficulty and luck factor can be lessened by permanent perk unlocks that help make each new character just a bit stronger, but that doesn't mean you won't die 500 times before getting to the final boss. All in all, it's a game that feels like pulling teeth until you get that lucky break and you feel like you just took down a titan. If you're into super hard games that drive you to the brink of insanity before you break through the brick wall, this is a good buy. Otherwise dave your sanity amd look elsewhere.","['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",Very Positive,Nerdook Productions,2,3,3,4,negativo
