username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
shotsy2222,76561198015468267,Animation Throwdown: The Quest for Cards,"Don't mind the game. At the point I'm up to, it's gonna take some time before I can complete the current Adventure Questline and the Arena based questline. Gaining Hero Tokens is entirely random through doing Arena Battles. The only other way is by doing Challenge Mode Battles which gives you barely any currency that goes towards the 1000 needed in order to open a box that will gives you random Hero Tokens. Since the Quest requires I have a Hero reach level 5, you gotta just hope you get some that goes towards the one character you need to get you through. Also, the waiting time for Arena Mode is rediculous once you get through the initial amount of tries they give you as you start the game for the 1st time. Pretty much pace of progress is good in your 1st 4-5 hours. Slows down a lot after that. In terms of gameplay, it's quite enjoyable. Animations are good. Matches are quick. Comebacks are possible when hope may look lost. Combo system is cool. Do not use the auto-play as it can't seem to work out combos, and has 0 logic in it's strategy. It does need to specify the card levels better after card fusions. You usually need to look at Attack, Health or Abilities in order to work it out. If you're in a rush though, you can make mistakes in picking the wrong card to play. Server connection is quite garbage like all the other Kong games I've played.","['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",2,4,3,3,neutral
BACON WARRIOR,76561198077083121,Animation Throwdown: The Quest for Cards,"It's not getting a thumbs down to follow the others but because it's a damn good game and they buried it under micro transactions. There is actually a time limit on playing it, why would you want to limit someone's time playing your game. There are so many other ways they could have done this. I would rather have paid for a full release then this. Also there's no way to lower the settings.","['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",3,2,3,2,negativo
ReggieRabbit,76561198071760031,Animation Throwdown: The Quest for Cards,you STUPID pimply faced warty KIDS dont know what your talking about... stay off the review channel you freaks,"['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",1,2,1,2,negativo
Incipit SISSY 10 MY CAT!!!!!,76561198021757575,Animation Throwdown: The Quest for Cards,Have it on my cell phone fun game an just like on my phone Always sez slow connection! Better play on your phone than steam just more of a time killer on your phone!!!!!!!!,"['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",2,3,2,2,neutral
gabrielgarcezabreu,76561198036494887,Animation Throwdown: The Quest for Cards,"the gameplay is overly simplistic, completly shallow, no strategy at all, and YOU CAN`T PLAY AS MUCH AS YOU WANT, THERE`S A TIMER, which you can speed up by paying, for everything you need to pay, and the microtransaction are not so micro, but rather expensive. If you like the cartoons, download it check out the combos (there arent any real combos, they just call it when you place a card on top of another and it makes a different card), its good for a couple chuckes, just dont spend any money, you will get bored before long","['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",1,1,2,1,negativo
[HCB] 🎄 Tytykeys 🎄,76561198091768288,Animation Throwdown: The Quest for Cards,Good,"['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",3,4,3,2,positivo
Noburulez,76561198038407685,Animation Throwdown: The Quest for Cards,Ok as a fan of evry single tv show character thei have amazing game fun very creativ free to play and amazing just amzing :D,"['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",4,5,4,2,positivo
MrJane,76561198008932506,Animation Throwdown: The Quest for Cards,Pay to Win bull. Don't bother.,"['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",1,2,1,3,negativo
CPL. Larry the Banana,76561198141483079,Animation Throwdown: The Quest for Cards,"Awesome game! I'm usually not into card games, but I really love this game! 11/10 IGN","['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",4,5,4,2,positivo
T-Jay,76561198099447290,Animation Throwdown: The Quest for Cards,Good time passer,"['Free to Play', 'Strategy', 'Card Game', 'Adventure', 'RPG', 'Memes', 'Multiplayer', 'Trading Card Game', 'Funny', 'Psychological Horror', 'Comedy', 'Casual', 'Story Rich', 'Nudity', 'Anime']",Mixed,"Synapse Games,Chinzilla",2,3,3,2,positivo
