username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Wungle,76561198073092169,Templar Battleforce,ok,"['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,2,4,4,3,positivo
Tupinamba,76561198067189007,Templar Battleforce,Great game. As a tactical wargame. And as immersive story. I´m liking it way more than expected.,"['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,4,5,4,3,positivo
JDCollie,76561197994503917,Templar Battleforce,"Absolutely phenomenal turn based combat game. Templar Battleforce is a love letter to games like Space Hulk and the early days of X-COM. You play as a group of superhuman, genetically enhanced warriors who are protecting a newly colonized section of a vast interstellar empire. Imbued with the ancestoral memories of your templar ancestors, it is your duty to beat back the unreleting hordes (and they really are hordes) of Xenos scum looking to make a meal of you. Gameplay consists of top-down, turn based combat. You command a small squad of templars in a manner very similar to the original X-COM. Unlike your crysalid-bait rookies, (and more like Space Hulk) your templars have tremendously powerful skills and infinite ammo. The downside is that both abilities and weapons generate heat, as does movement, forcing you to pick which targets to kill, but to decide when as well. Overwatching a bridge swarming with xenos may provide excellent fire support, but the resulting weaponsfire may also overheat your critically toatsy templar. Also like Space Hulk, you are always completely and totally outnumbered in Templars Battleforce. Enemy reinforcements are infinite, and many battles are fighting advances or retreats against mounting waves of foes. This makes for some surprisingly intense combat, and will definitely give your grey matter a workout. Do you split your forces into two advancing teams to get to the objectives faster? Do you leave one behind at the beacon to wait for your own reinforcements? Do you hold at the beacon until you are at full strength and hope it is sufficient to beat back the mass of xenos that have arrived? The game also rewards quick mission times with greater experience, giving incentive to take risks. However, your troops are persistent, as is death. Don't spend your Templars unwisely. TLDR: If you're a fan of Space Hulk, X-Com, or Turn-based Strategy, you can't go wrong with Templars Battleforce.","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,4,5,5,4,positivo
Dorque,76561197970683990,Templar Battleforce,"This is an indie gem you can't miss.  It is more fun than most of the actual licensed 40K games out there.  Interesting weapon choices, interesting class system, ""interesting"" art style :P, but most importantly it's good enough to make you stay up late to do just one last mission.  My ten hours so far is over just one weekend.  Games rarely hook me that hard.","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,4,5,4,3,positivo
Lato,76561198007226198,Templar Battleforce,"""The Space Hulk alternative I've been desperate for."" I thought I would die of old age before someone made a RPG version of this! So points to the devs for actually giving the people what they wanted. I get my power armor and a big ♥♥♥♥ off sword so I am happy. But that intro text is too fast! Slow the text speed down a bit. 10/10 would tell Xeno's to ♥♥♥♥ off again","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,4,5,5,4,positivo
valefor_sdad,76561198003381569,Templar Battleforce,"It is a Top ""Bless your weapons and Go"" moment. On Sale? get it for the ""strategery"".","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,3,5,4,4,positivo
Quasi Z,76561198002540828,Templar Battleforce,"Definitely a must play for tactical turn based fans. At times it can be kind of clunky, and a little rough around the edges, but the game play is truly excellent, and in some areas superior to even XCOM. The setting is a distinctly compelling mix of Fading Suns, Battletech, BSG, 40K, and its own ideas. If you love unleashing the fanatical wrath of space marines then you're in for a treat. Only these Templar are larger than Terminators. They drive Heavy Gear sized warmachines that overheat and dwarf normal sized humans. One of the games strengths is how it plays with this size disparity. You start out battling giant aliens that are equal to you in size. So once you start fighting actual humans, they seem so utterly puny and fragile, you truly feel like an unstoppable juggernaut. Just be careful because some of those humans have access to rocket launchers... Missions offer a lot of variety, creativity, and clever design. Having played countless turn based tactical games, Templar Battleforce definitely sets a new standard in level design excellence. I'm tempted to list out all the epic and entertaining things to be encountered, but I don't want to spoil the thrill of discovering it for yourself. Let's just say, when I play a mission for the first time, I try to be prepared for everything, because it seems like just about anything could happen. Fun tactical concepts like area-based-overwatch, scanners, melee vs range, fog-of-war, heat sinks, turrets, stealth, overheating, ordance, and so much more, all help the 8 different classes feel unique. Even within a class you are offered a lot of meaningful customize between talents, attributes, and equipment. I held off buying this for a long time, but I'm so glad I took a chance on this one. It truly is a diamond in the rough and deserves all the praise.","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,4,5,4,4,positivo
Dreiraben,76561197984039108,Templar Battleforce,"After first troubles with the game and a bad review due to errors that actually were errors on my end, I had to change the review. Its a great imersive game, it has WAY more depth and story to it than most triple A games these days. The mechanics are solid and there is enough variety in gameplay to sink hours and hours of play time into it. The game still has some minor issues and bugs, but nothing too severe.And the devs seem to be on it. After my initial bad review the devs took their time to create a video to show me what I was doing wrong, pretty sweet move. Can´t think of any other indie- or other developer that would to that, so thanks for that!","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,5,4,5,3,positivo
Huggles `,76561197971640510,Templar Battleforce,"This should probably be one of the highest rated games on Steam. Probably. Good to see it's getting there :) In Templar Battleforce you basically play the captain of a Warhammer40k Space Marine company. Except it's not WH40k. The turn based combat requires a solid ammount of planning and is extremely fun and addictive. Between missions you can spend requisition points to upgrade your marines with cool equipment (including even ""relics"".. :)), new abilities, and even unlock new types of marines (berzerker assault, heavy weapons centurion style marine, etc). The story is ok, nothing spectacular. The graphics are obviously very rough, but it does nothing to reduce the charm of this spectacular game. Right after Xenonauts (the master of all indie turn-based tactical games on steam which you MUST have), this is probably the best. Also, tip: Use only scouts. They're the best, especially in the end-game. EDIT: Scratch that, use only neptunes with high pen. weaponry and scouts. Especially endgame.","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,3,5,4,4,positivo
Atano,76561198038027462,Templar Battleforce,"A niche game with a great tactical gameplay, bad graphics and a boring story. Basicaly, if you're here to only make use of your brain, go for it because it is already a long game with new content incoming. If you want to get invested in the characters or stop playing to admire the planets, I think you should look somewhere else. This game is good at what it wants to do, and the few promblems may be corrected in future patches since the developpers keep on improving the game.","['Strategy', 'Indie', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Turn-Based Tactics', 'Tactical', 'Action', 'Sci-fi', 'Aliens', 'Mechs', 'Turn-Based Combat', 'Singleplayer', 'Perma Death', 'Character Customization', 'Atmospheric', 'Retro', 'Difficult', 'Rogue-like', 'Rogue-lite']",Overwhelmingly Positive,Trese Brothers,2,4,3,4,positivo
