username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
groz24,76561198058584412,Actual Sunlight,"I don't know, I guess the message it's maybe trying to send is a good one?  It seemed like it fumbled over itself in trying to portray a certain age where things become clear that your life is apparently over, I'm not sure this is the best way to do it or express that sentiment.  I've had dark times, but am generally a pretty upbeat, fun loving person, so maybe it's just me, but suggesting that there are certain ages where things need to be known just seems wrong.  And yes, there's more to the game than that, but that's what stuck with me the most, is that by X age I should know or be at Y, and if not, then my life is over, and I couldn't really disagree with that more.  But hey, it seems like the game has helped or resonated with some people, and really, I applaud the developer for being able to do that, the game/story just wasn't for me.","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,3,2,4,2,negativo
Lord Dyran,76561197973052125,Actual Sunlight,"Well-written, but depressing and kind of pointless.  It gets the message across pretty well, but I'm not sure it's a message I needed to hear.","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,4,2,4,2,negativo
PrinzEugen,76561198030080447,Actual Sunlight,"To be honest, I find it difficult to deny this project (it's not a game in any modern-day sense of the word) a healthy recommendation. But after ""playing"" it for over an hour, I feel like I can't do otherwise. Actual Sunlight zooms in on the themes of depression, suicide and the feelings of loneliness and uselessness in a very, very direct way, hitting one straight in the face time after time after time. It does so alsmost exclusively by using text, text one has to scroll through by hitting enter again and again and again. There's not much more ""gameplay"" except for walking around your depressive character in a generic environment and talking to objects and people. This triggers ... more text ofcourse. Whole the time, one gets confronted with ideas and opinions about how bad/gross modern society is to its core. Now I don't have a problem with text-based games as such - back in the 1980's several excellent games were text-based -, but the actual texts used here, and the way the different themes are handled, is really too grim and too ""in-your-face"" for me. Having experienced the loss of a loved one to suicide quite recently, I could hardly bear playing this. Themes like these presented in such a direct way as here, should imo be the subject of therapy-sessions in a well cared-for, safe environment. To punch this through one's throat as it's being done here, may help in making a point, but it's not healthy for the ones playing or rather reading it.... So be careful, I guess, and try this one at your own risk. Gameplay: 10/30 Graphics: 5/20 Sound: 5/10 Longelivety: 4/10 Technical/stability: 7/10 Personal appreciation: 5/10 (it does take some courage to make a ""game"" like this) Overall: 36/100","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,5,1,4,2,negativo
humblehero14,76561198376317844,Actual Sunlight,"This game is a slice-of-life albeit the focus is on perceiving the world view as hopeless.  This game has a few unique concepts that differ from most games. 1.  The story touches on sensitive issues such as depression.  The developers do a pretty decent job on telling a story of one man's life that isn't going anywhere (or for most people in the story for that matter).  The execution was done well due to relatability and even understanding some of the view point of developers. 2.  The game focuses on a lot of reading but each text by Evan Winters (also other writers, I think), holds a deeper understanding about life or what's ""actually"" going on.  This may be just one view-point but its good to have additional perspective. 3.  I can't speak for the developers of its purpose of the game but the game is interesting enough to give gamers mix feelings on the purpose.  Is the game meant to give perspective of modern day life?  Is it meant to teach us something?  Is it just telling a biography of one person's life?  Is it meant to give us hope or despair? Although I lean towards a thumbs up, I will hold off recommending/not recommending.  Any gamer should view the features (about the game), and several player's reviews prior to buying the game to get an idea if this is for them or not.","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,4,3,4,2,neutral
stranger1982,76561198006541362,Actual Sunlight,"""It's cool to be sad"" ""No, it isn't. It's just sad."" Actual Sunlight is best described as an interactive short story portraying a man fighting a losing battle with depression; as the protagonist's dark thoughts get the best of him his hate for himself and his own life send him down an ever darker spiral. There's not much of a game here but its strong narrative, great writing and rarely touched subject matter make Actual Sunlight an experience worth considering for those strong enough to face its bleak, hopeless nature. -top notch writing creates a great, mature narrative -the few artwork pieces used in the game are simple yet beautiful -good soundtrack -holds no punches when it comes to subjects such as depression, suicide, self-hatred, abuse etc... -will easily evoke strong emotions and/ or provide some food for thought -the themes presented will be too much for some, the game is crude and bleak and could easily cause discomfort to gamers who are either too sensitive or too close to the subject matter -some phrases can feel a tad too stereotypical -very short, you'll be done in an hour -little to no player input is required Actual Sunlight is an experience...a bleak, raw, thought-provoking, emotional journey that is sure to stir strong emotions in its audience. There's basically no light or hope here, the story goes on and meticulously chronicles the feel of desperation, self-loathing and hopelessness that many people fightning with depression face every day. There can be a few bitter laughs here and there though, if you're a cynic like yours truly, when the game provides some social commentary on how relationships or job seeking work nowadays. Evan Winter, the game's protagonist, is on the far end of the depression spectrum but there's no denying that many people will feel familiar with at least a few of his thoughts, actions and feelings: hereby lies Actual Sunlight's true strength as the game lets you project your own uncertainty and discomfort onto the tale being told. Is this story one for you? It's honestly hard to say...I was deeply touched by Actual Sunlight and personally feel it'd be experienced by basically everyone at least once, provided you won't be upset or disgusted by its themes. I must also warn you though, just as the dev does ingame, that this story could also push you further down a dark path if you're having issues yourself so tread accordingly.","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,5,1,5,1,negativo
Mal,76561197995230411,Actual Sunlight,"Pretentious and adverb dense prose that champions the exact failings it is railing against. No real branching. No replay value. This is another one of those ""games"" that is best appreciated for the quick achievement and 100% completion and nothing more.","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,2,1,2,1,negativo
Ivan Moreira,76561198010641857,Actual Sunlight,"Way better than that other game. What was its name again? Cant remember... The one with the attention seeker pseudo-feminist that sparkled the whole gamergate... whatever, doesnt matter. This game here is actually pretty good. Buy it!","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,4,4,4,2,positivo
Keyboard+Mouse,76561198111697179,Actual Sunlight,"If you play this game, be very careful, and understand that this is just one person's story about depression. This isn't you. You might relate to some/maybe even most of it like I did, but understand that even with all the♥♥♥♥♥♥you have to deal with, this isn't you. I don't wanna say this because someone might take it the wrong way, but here goes; A lot of the things Evan complains about, he IS right about. But that's not what this is about. It's not about what you know, or what happens to you, it's what do. There's a thing about age, it's a little disclaimer the game throws at you early on, saying that this game is only relevant if you're old. That part is wrong. For one, they think mid-30's is ""old."" Sure, it's a ways down the road, but you've still got a lot of figuring out left to do, no matter where you are. For two, making a drastic change in life is stupid, and you're never old to be stupid.","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,4,3,4,2,negativo
Solanum nigrum,76561198036498823,Actual Sunlight,"Okay. So this is not a game. You need to know that before you start ""playing"" it. This is about a man in depression and all the downsides of life when you can't see the sun shining anymore. When I played the game, I remembered the bad time I had when me and my girlfriend broke up and I was unable to work or think and nothing made sence anymore. I was young and I changed since then, like everyone does. Now I'm over thirty, playing Videogames, drinking to much, I suck speaking to women and I'm getting fatter each day. It is not that I regret something that lays in my past. It is not that you turn out to be at an position that you can not change anymore later in life, but we all have tiny things that we think we did wrong in the past. If you play this ""game"" you will figure out what words can mean to you and how you might reflect onto yourself and not as usually - how the game would reflect yourself. If you want to get this - it will be an expierience and it might be big enough to change your reflection in and out. Keep in mind that it only feels like every day is the same and remember that you can change yourself more than you can change the world around you. 9/10 (there is no end - the last step is your choice)","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,5,1,5,1,negativo
ZOR33L is,76561198025301599,Actual Sunlight,"This is a truly deep and emotional journey, no sugar-coating or anything, this game is really blunt and honest. i can truly relate to many things here, i always feel life has passed me, i thought about suicide many times, went through depression many many times. if you ever had doubts, suffered any emotional troubles, went through depression...etc. then you should give this game a try and i can assure you that you will relate to many things here. highly recommended of course and hats off to the developer for this strong, brutally honest and deep experience <3","['Indie', 'Adventure', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Mostly Positive,WZOGI,5,4,5,2,positivo
