username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
glub ♥Linux,76561197968956752,Insanely Twisted Shadow Planet,"An interesting game indeed. ✓ Pretty graphics and animations ✓ Good level design ✓ Metroid-vania style platforming ✓ Should be fun in co-op too. ✓ DRM-free build exists! (Humble Store) ✓ Linux support! ✘ Microsoft EULA. ✓ This was once tied to GFWL, which stained the game considerably. Fortunately it's now tied to Steamworks which is less bad.","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,3,4,4,3,positivo
Galadhatan,76561198019193223,Insanely Twisted Shadow Planet,"Perhaps the brainchild of Dr. Seuss (without the verses) and Lovecraft. This game is pretty much exactly what you expect from the pictures and trailers. Clean animation, easy playability. Nothing unexpected or too frustrating. A nice, easy arcade play. 6.5/10.","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,2,4,4,2,positivo
The Apostle,76561197970024915,Insanely Twisted Shadow Planet,Lovely artistic journey into a 2D anal passage,"['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,3,4,5,2,positivo
SlyFoxBro,76561197992109671,Insanely Twisted Shadow Planet,"Well, this game certainly hit me out of nowhere.  I had grabbed Insanely Twisted Shadow Planet as the next title to play through on my ever-expanding list of “Games I Must Play,” and was very pleasantly surprised. The controls are tight, the visuals are very striking, and the sound design is very fitting. Overall, this is a very complete package, good for a few hours of fun.  I’ve found that I greatly enjoy “Metroidvania” titles, and this game fits that descriptor perfectly. You progress linearly from point A to point B, collect a new power-up and defeat a boss, then use said power-up to continue on to the next area that was previously blocked. The game map is relatively small, and the game can be powered through in roughly four or five hours, but forward progression happens at a steady rate and you never feel slowed or frustrated with any given puzzle.  There really isn’t much of a storyline – there’s no voice acting, and any story is relayed through orchestrated cutscenes that give you the bare-bones minimum that you need to know: you’re an alien, and your planet has been attacked by some type of strange mechano-orgranic virus that corrupts the environment’s flora and fauna against you. Your little alien character decides to do something about this, and from that point, you’re off and running.  I had only expected to play this game for one quick playthrough, but the more I completed the story the more that I saw that I would be coming back to this title again in the future. Secret areas hide in plain sight and wait patiently for you to uncover the correct ability to retrieve them.  The only gripe that I may have with this game is the fact that it is somewhat hard to backtrack to previously explored areas once you have traveled through them. This became an issue once I had defeated a boss, then accidentally progressed forward without picking up the power-up that they had left behind. Thankfully, it wound up not making a difference to the storyline for future puzzles, but it felt strange completing the game and having a gap in my ability wheel.  At any rate, this game is recommended to anyone – the price point during sales is very cheap, and the show you get for the price of admission is a steal. Any fan of “Metroidvania” titles deserve to pick this game up without hesitation, as it’s a title that you’ll probably find yourself going back to a few more times just for kicks.","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,2,4,4,2,positivo
alex,76561198075650842,Insanely Twisted Shadow Planet,yes,"['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,2,4,5,3,positivo
Mike λ,76561197979945393,Insanely Twisted Shadow Planet,"Ummmm, no, was too difficult for coop.","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,2,3,4,4,negativo
Provoker,76561198005919137,Insanely Twisted Shadow Planet,"Not my type of game, however if you are into platformers this is a very good option!","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,2,4,4,3,positivo
CanisLupus4285,76561198049183091,Insanely Twisted Shadow Planet,"This was a very fun little twin-stick-shooter/2D adventure game. The puzzles were very fun, and the exploration of the really creative environments was wonderful. However, the comat was mediocre, some segments were unecessarily frustrating, and the bosses are just boring. Overall, though, the fantastic design, exploration and puzzles of the game are far more commonplace than any combat which is actually necessary, making this game a lot of fun.","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,3,4,5,3,positivo
1Piecer,76561198068032928,Insanely Twisted Shadow Planet,"This game is a lot of fun than it seems. The art pulls your curiosity to see new things. The puzzles are not hard at all but need fast reaction to deal with enemies. Most of the enemies respawn so it's pointless to stay and kill them. The mechanics of the games is great; you need to defect bosses or collect other items/weapons to unable you to solve puzzles or advance to new area. Each area have a specific theme to it and the monsters designs suit it to. Its a tricky game but not hard, i died few times here and their but it was fun. It takes 7 and half hours to finish 95% and 8 hours if you want to a 100%. 8/10 And if the developers developed a new game am sure to follow it and try it for sure.","['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,3,4,5,2,positivo
SoLiDSoNiC,76561198029751280,Insanely Twisted Shadow Planet,i liked it,"['Metroidvania', 'Adventure', 'Indie', 'Action', '2D', 'Exploration', 'Sci-fi', 'Singleplayer', 'Local Co-Op', 'Puzzle', 'Controller', 'Psychedelic', 'Co-op']",Very Positive,Shadow Planet Productions,2,4,4,3,positivo
