username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Stickdeath1980,76561198085455728,Steel Division: Normandy 44,As a German Fan boy this game put's you on the back end of the German's and it tell's My mind set!!! steam roll them Pure Exsample's Compay of hero's 1 and 2.Men of War 1 & 2 This you gotta choose the right deck. All joking aside i feel like i'm a freakn commnder of the German Army it Give's me that feeling which is freakn sick!!!! As this is a teaser of what's to come HOLY 5th Panzer Divsion i want more.... After playing the A.i a few time's Won my first i know WTF lol got steam Rolled alot after that Made some Changes to my Deck (LOL) So now i feel Erwin Rommel (Before he Killed Him self) thanks Hitler you ♥♥♥♥♥♥♥!!!! Thank you for this Beatiful WW2 game just what i have been waiting for..... Overall 10/10,"['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,4,5,5,3,positivo
Frodo,76561198050056595,Steel Division: Normandy 44,"it sucks, framerate tto low(gtx970), characters poorly animated sound is horrible, and mg fire is not synched with the sound wtf rlly its 2017.","['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,1,1,1,2,negativo
Dolor,76561198040401422,Steel Division: Normandy 44,"There's a lot to like about this game.  It's pretty and plays well, and has a ton of depth to it, but this is another one of those strategy games that is just made to be stupidly hard.  It's like they optimized it to maximize the likelihood you feel dumb when playing it.  I have played 100's of hours of RTS games and love them, but I can barely beat the Very Easy AI.  Maybe I am just terrible and need to git gud, but I don't have the desire or the time to make it happen, and I don't think I should have to devote dozens of hours to a game just to be passable at it.","['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,3,4,4,5,negativo
[CGO] Ruppsrunt,76561198011131828,Steel Division: Normandy 44,yes,"['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,3,4,4,3,positivo
NIN2,76561198015526767,Steel Division: Normandy 44,Never truly grabbed me.,"['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,2,3,3,3,neutral
Gretchen on the Shlob,76561198045999285,Steel Division: Normandy 44,"Just what I always wanted, WWII wargame. Plus the frontlines mechanics make alot of sense for the way warfare was fought and at least percieved at the time. Really captures the spirt of my fav war.","['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,4,5,5,3,positivo
K. Penney,76561197967643963,Steel Division: Normandy 44,"WARGAME will NEVER die! Take it from a long term Eugen fan, this game isn't as fun as Wargame Red Dragon. After 2 weeks of trying to like this title I'm throwing it back to the Kindergarden wolves it was designed for and going back to my Unicorn Simulator where the vehciles don't move as slow as mollases. Other then the Single Player experiance Via the campaigns, which do seem a lot better made then RD's, the Multiplayer portion of this title is just not enjoyable in comparison to it's former title. If you're going to spend money on Steel Div 44, then I can only see it being for the WW 2 driven theme, personally I believe most people should look at Eugen's previous title, Wargame: Red Dragon. Go spend your money on that!","['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,4,2,3,3,negativo
Green Jacket,76561198086946948,Steel Division: Normandy 44,It took me a while to learn and like this game. After a few hours I got the hang of it and liked it a lot. Pros Good graphics. Good AI. I mostly play skirmish. Good single player. Played one online match and had no issues. Good balance. Good number of diffrant divisions. Free Polish and Free French army is in it. Cool line of sight tools. Cons Cant repair damaged vehicles. Air units could be a little better anganst armored vehicles. Animations could be a little better. Rifles and LMGs should have the same range. Tanks should be able to go through forrest and hedgerows.,"['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,3,4,4,3,positivo
[GA] Doops,76561197963973496,Steel Division: Normandy 44,It's pretty damn good.,"['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,3,4,4,3,positivo
Brygun,76561198007663027,Steel Division: Normandy 44,"What appears to be a tactical sim is leaning more toward a spawn battle. I was hoping for something closer to Close Combat and felt disappointed. Also the victory point system is on % map even if the areas of the map are farmer fields vs important things like factories or rail yards. Tried it. Didn't like it. Asked for a refund. Based on some silly fanboy comments I'm going to elaborate further: First Ive deleted the fanboy messages that seemed to be angry that I got a refund. Those individuals would rather suck down $80 (from you as well as me) for the deluxe version of something that isn't what you'll use, isn't likely fixable for those things and not something you could have found out in just a couple of hours. You see one of the things is the game, as of the pre-release, has ZERO playable armies. You will spend alot of times, easily more than 2 hours, to make up an army. Then you find out that really you don't deploy the army. Only that you get spawn points for a few bits of it. The spawned units rush forward. It felt like a command and conquer or early warcraft games with the mines being off map. This game IS NOT about assembling tactical formations and going into battle. Maybe 33% for ""Phase A"" then its a spawn-a-lot games. I really expected better game play from Paradox. I have several of their titles. About 1/3 I really love, 1/3 are so-so and this one falls into the 1/3 wished I didnt spend money on. I am pleased STEAM gave a refund for what was an expensive mistake. I think the people saying I should not have been allowed to get the money back need to man up and throw away their own money at things they won't use first before demanding other do the same.","['World War II', 'Strategy', 'RTS', 'Simulation', 'Multiplayer', 'Action', 'Military', 'Tactical', 'War', 'Singleplayer', 'Wargame', 'Real Time Tactics']",Mostly Positive,Eugen Systems,1,1,2,2,negativo
