username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
BarneyRound,76561198045133849,Distant Worlds: Universe,"Not a pretty game but definitely an insanely deep game.  And not mind boggling deep.  Its as deep as you want it to be. EDIT: Its also one of the few games I have played of this type with a really good diplomacy algorythm.  Its actually more rewarding to win a game completely peacefully for me.  Dissuading war with numerous alliances, creating wealth with numerous trade agreements, etc.  As long as you have a little cash, and are fairly established, peace is probably the most viable option. Also, my typical games have last me 10-15 hours.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,3,5,2,3,positivo
Karl The Butcher Shitter,76561197983191258,Distant Worlds: Universe,"NOTE: I already own the non-steam version without the Universe expansion and have thus invested way more time into the game than steam claims. This is a seriesI have really tried to like. I have invested money into all of the expansions, hoping each time that the game might become fun. But it just doesn't. The single biggest problem with the game is the concept. While the idea of controlling a huge empire indirectly through AI automation may sound clever (and I admit that it does), it also means that the player isn't left with much to do (you can try controlling everything by yourself but you won't have any fun because of the insane micro that you will have to suffer) and that the AI's automation will either make or break the game. I will admit that the AI automation isn't half-bad, but it's really not ideal either. It's really painful when you get attacked and then defeated merely because the AI did not have the good sense to build a strong fleet and an army even though your AI empire setting gives fleet building a high priority. If you so wish you can only make the AI control certain aspects of the game while taking care of others, but no single aspect is really deep enough to be fun all on it's own. This makes for a dull game. I will admit that the game has some strong points, like very good game start-up options, and this latest expansion is suppose to make modding even easier than before. But for me this doesn't fix the game's core flaws. Overall I regret having to say that this series just isn't doing it for me. I am sure others might have fun with it, but it just isn't my cup of tea.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,2,2,3,3,negativo
arschy,76561198121203990,Distant Worlds: Universe,intense,"['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,3,4,4,3,positivo
stuguy909,76561197975744062,Distant Worlds: Universe,"Suprisingly good 4x space strategy.  It is realtime, and the AI takes care of most everything for the new guys.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,2,4,3,2,positivo
Banzai,76561197993330943,Distant Worlds: Universe,"I'm a big fan of this genre, having played all the orion titles, stellaris, and a variety of others.  I got this on sale recently at $20 after considering for a while and will say that the game is just too intimidating and ugly (the fonts are almost unreadable). I loaded up the introductory mission after some basic tutorials and just the amount of stuff going on immediately was overwhelming. There's no simple way to get going in this and learn a few things before you dive right in, and in this genre I guess you'll either be fine with that, or not. I was not.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,2,2,1,4,negativo
Wink,76561197984481085,Distant Worlds: Universe,"The game thinks my screen is bigger than it is and I can't reach the next buttons at the bottom of the windows.  Maybe it just doesn't work on windows 8. I played some of the earlier games in this series and they were great--but I guess they didn't test this one before it shipped. They fixed it, its fine now and a great game.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,3,4,4,3,positivo
tyrell,76561197994601982,Distant Worlds: Universe,nice game,"['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,2,4,3,3,positivo
Trtl,76561198058506808,Distant Worlds: Universe,awesomeness...i was playing way before steam so my hours dont reflect actual game time. 9/10,"['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,3,5,4,3,positivo
Pycco,76561198023026107,Distant Worlds: Universe,"been playing since shadows realease. The best 4x game i have ever played and i have played them all. huge to small maps, smart A.I., HUGE learnig curve, you will most likley never finish a game thats how big one map can be! lots of customizable options, you can be a valiant ruler and ensure the happiness of your empire. or you can rule threw force, enslaving or exterminating all those who oppose you, or a mix of whatever you want and like to play. custom design ships, pick weapons, armor, tractor beams, emp cannons just to name a few. fight against or ally with dozens or a few of other species and empires. play as a pirate and rule the stars threw subterfuge, stealing,hijacking ships, raiding,intimadation and just being a pirate. the game can be played however you want. THIS GAME WILL KEEP YOU WANTING MORE time and time again. if you even some what like the genere this is the game for you. Rakilonn Ok I will add a cons : old graphics which may be improved with mods. For the rest, it's awesome.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,4,5,4,5,positivo
Outrojection,76561198036019758,Distant Worlds: Universe,"Played this game for countless hours before it was on steam. It's a great space sim, not as detailed as Aurora, but much easier to get into. Runs surprisingly well considering how many things are simulated . However, the AI is really not very good, especially in terms of ship deisgn, and some mechanics are very easy for players to exploit, so you'll constantly be having to restrain yourself in order to give the AI a chance.","['Strategy', '4X', 'Space', 'Simulation', 'Sci-fi', 'Grand Strategy', 'Singleplayer', 'Real-Time', 'RTS', 'Moddable', 'Real-Time with Pause', '2D', 'Sandbox', 'Indie', 'Adventure', 'Replay Value', 'Turn-Based']",Mostly Positive,Code Force,3,4,4,3,positivo
