username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Melch,76561198009092548,STAR WARS™ Republic Commando™,"Oh, the childhood =3","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,3,4,5,3,positivo
Smudge,76561198007295974,STAR WARS™ Republic Commando™,"I heard delta squad was made cannon with the clone wars series so now we just need EA to rush out (it will happen) their battlefront and hopefully the contract will not be renewed so we can get Imperial commando or the like. Was it ""Red, Red, Green,"" or ""Red, Green, Red?""","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,4,4,5,3,positivo
Bunkinstan,76561198081968922,STAR WARS™ Republic Commando™,one of the top notch star wars games,"['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,4,5,5,3,positivo
Captanegan,76561198132812456,STAR WARS™ Republic Commando™,"Great first 5 minutes, after that it get's pretty repetative. I mean, I can't even tell you how many times you or your teammates place bombs/heal/breach doors/splice computer. It's all the same action retextured. I'll recomend it because it has a good soundtrack and a good Star Wars story, it just loses its luster very quickly.","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,4,2,4,3,positivo
Post Alone,76561198065610329,STAR WARS™ Republic Commando™,"fun but a tad short, buy on sale","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,3,4,4,3,positivo
Sharkfighter,76561198329114810,STAR WARS™ Republic Commando™,Shoot lizzards,"['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,2,4,4,3,positivo
Grillsen,76561198089262135,STAR WARS™ Republic Commando™,"""This was alot tougher than those simulations""","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,3,4,4,4,positivo
zer0cypher,76561198078338341,STAR WARS™ Republic Commando™,"A surprisingly nice FPS set in the Star Wars universe during the Clone Wars. What sets it apart from the other generic shooters is the awesomely voiced banter between your squadmates, who although are cloned from the same person, each has their own unique quirks and personalities. Any Star Wars fan should definitely try this game.","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,4,5,4,3,positivo
VahidSlayerOfAll,76561198094803808,STAR WARS™ Republic Commando™,meh 6/10,"['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,2,3,4,3,neutral
RustyRaven,76561197979643793,STAR WARS™ Republic Commando™,"Get yourself a big glass of chocolate milk and prepare to feel like you're 14 again. Republic Commando is a shooter that plays like Painkiller and Brothers In Arms. It's fun, fast and doesn't take itself to seriously. However, it does have some pacing issues and the gun variety is somewhat lacking, but the charm of your squad makes up for it. If you're itching for Star Wars and FPS then Republic Commando will do.","['Star Wars', 'Action', 'FPS', 'Tactical', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Multiplayer', 'Classic', 'Great Soundtrack', 'Space', 'Atmospheric', 'Adventure', 'Team-Based', 'Co-op', 'War', 'Strategy', 'Dark', 'Futuristic']",Very Positive,LucasArts,3,4,4,3,positivo
