username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Devoladraco GTX,76561198044932818,Borderlands: The Pre-Sequel,"there is no such thing as ""we had enough Borderlands games"". still waiting for Borderlands 3!","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,4,4,3,positivo
FeaR_TH3_Reap3R,76561198064623007,Borderlands: The Pre-Sequel,"Don't play on windows 10 Good game, but unstable on Win10 and crashes a lot. Wouldn't buy if I knew it would be this bad","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,2,4,3,negativo
Hatchet Hawk,76561198027054188,Borderlands: The Pre-Sequel,"Although not as good as BL2, still a great addition to the series. The DLC is lacking. If it were better, the game would surpass BL2","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,4,4,3,positivo
Sensimax,76561198043820579,Borderlands: The Pre-Sequel,"Run, jump, shoot. On the Moon. Go play Borderlands 2.... 5/10","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,3,3,2,negativo
stinner2000,76561198020285143,Borderlands: The Pre-Sequel,"It's not as good as BL2, but that's nitpicking. Still a great game in it's own right, it's a step down from BL2 but you'll still play the hell out of it if you like the series.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,4,4,3,positivo
Bat-Flash,76561198084784666,Borderlands: The Pre-Sequel,only bought this to play clap trap 10/10,"['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,5,4,2,positivo
The Evil One,76561198022584267,Borderlands: The Pre-Sequel,"I really wanted to like this game, i did. As i enjoyed the previous games. But the humor in this game is just annoying, the missions drone on and on with just fetch quests, they lack the boss fights that made the previous games awesome. I dont know, i want to like this game, but it just feels like a sloppy cash grab. Though lasers are cool, so is the new jumping stuff...but it just isnt enough to make this game worth it.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,2,3,2,negativo
Sir Harksalot,76561198073071533,Borderlands: The Pre-Sequel,Too many Australian Lesbians.,"['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,3,3,2,negativo
Watcher The Woke,76561198061926556,Borderlands: The Pre-Sequel,still ok,"['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,3,3,2,neutral
Keko The Gecko,76561198088309677,Borderlands: The Pre-Sequel,"Well, this is a borderlands game, you can't argue. But i mean, compared to BL2, this is GARBAGE! It isn't as immerisve, like i understand this is ome lore.. but i mean, the story is SHORT AF! The DLC are pretty damn bad. You can farm bosses for hours with no loot. The music is pretty bad. Liek the story has you jump through several hoops to finish the objective. Otherwise it'd be like 5 hours of gameplay. But the new wepons are nice. Gameplay and graphics are tghe same, butt slams are good and cryo element is good. So are the lasers. But i say if it is even a penny more that  $10.00, THIS GAME IS A TOTAL RIP OFF! I give this game a C+. So yeah, i want to give it a middle but can't, i recomend buying this for 10 dollars and no more","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,3,3,2,negativo
BORK OVERDRIVE,76561198332235729,Borderlands: The Pre-Sequel,"I. LOVE. THIS. GAME. I only have one complaint about the whole game. When i slam, it doesn't slam! Doing a whammy on enemies are like 8% of the time i slam, so its just coming to the ground really fast. I wish they'd fix this, and if its not a problem for anyone else it's probably my pc because for all games that have cutscenes I cannot hear them unless they're really far away or the echo can be heard. So overall, 10/10 :D P.S: If you want to know how exotic of a game this is, I bought the WHOLE SERIES (probably). I got BL1, BL2, Tales from the Borderlands for iPad and attempted to play it on the xbox 360 but I beat it on iPad so I didnt bother playing it on xbox. FINALLY, Borderlands: The Pre Sequel for both, xbox 360 and now pc, owning the season pass on both. Overall, I will admit that I'm adicted. PLEASE buy this game for the love of ME! If you want to play with me on Xbox 360 I know a pretty good bit of the game (even the Mario Easter Egg :v). My xbox name is Bloodbat61, thank you for reading this comment. NOW GET YOUR♥♥♥♥♥♥ON THE MOON!","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",4,5,5,3,positivo
Belal,76561198070220354,Borderlands: The Pre-Sequel,"LOVE the Borderlands games, so much hilarious fun with friends, but I don't feel this one quite made it to the level Borderlands 2 made it.  Still worth adding to your Borderlands collection and the story has alot of hilarity to experience.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",4,4,4,3,positivo
Paperinukke,76561198044258778,Borderlands: The Pre-Sequel,"Borderlands: The Pre-Sequel is Borderlands in space and the best Borderlands so far. The first Borderlands introduced us a lovely shoot 'n' loot game with a rich world full of tales and wicked characters. One of the most tiring things while also being part of its charm was actually the part of Pandora that we saw. The surroundings. Sand, sand and more sand combined with fifty shades of brown. Me and my co-op partner felt like drowning in sand and dust after the playthrough. After all this Borderlands 2 rose like a phoenix and showed us Pandora in a completely different light with green pastures and maps that weren't only taken from Mad Max! With a story that for the first time felt like a proper story and more lunatic fellows and guns and loot and more everything, it made the first part look shameful. Most of the aspects from the old parts are here in The Pre-Sequel, just better or at least at the same level of quality. In the story we see our beloved villain Handsome Jack's path from a wannabe hero into the horrible monster of Borderlands 2. The gameplay is the same old good Borderlands that you have gotten used to with some space twists like weaker gravity and the often absence of areas with oxygen. Jumping in space is seriously fun and also convenient, so it's pretty hard to get used to gravity again. Anyway, I'd like to praise the story. Who crazy plays Borderlands for their stories? I do, especially from now on. The jokes are as funny as ever if you find the Borderlands humor endearing and the plot is interesting to follow while exploding heads just like in the second part. The feature that I experienced as compelling was the fact that your Vault Hunters finally join the discussions and are more engaged in the story instead of just some random catchlines. This adds a good amount of replay value for those who are not only interested in different skill trees but also in interacting characters. I felt like really being part of the story and not just a mute shell doing quests. Something that seems so minor was a huge change in my eyes. Why wasn't it always done like this? It's a good start and even more dialogue from the Vault Hunters is what I absolutely desire. Remember the complaining about dust? I love space. There's a lot of space in this game. The areas aren't boring though and shouldn't make you want to never see space again, but at the same time the game maps aren't from as large scale as in Borderlands 2. For a guy like me who sees dreams of Mass Effect, I can't say I mind too much. The Pre-Sequel doesn't reinvent the wheel, it attaches rockets to the wheel and sends it out of Pandora. And the wheel speaks now. That's enough for me, but for the next game it's only reasonable to demand bigger differences. The series is going into a great direction and I expect wonderful things from Borderlands 3. Meanwhile, enjoy the fresh air of Elpis!","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",4,4,4,3,positivo
Gizzmo,76561198067409215,Borderlands: The Pre-Sequel,I am a huge fan of the borderlands series and i was dissapointed when i played this...I am not a fan of space shooters and just it didn't have the feel of Borderlands 1 and 2.I would reccomend buying bl2 and its season pass it is worth your while,"['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,2,3,3,negativo
Pinhead Larry,76561198147764691,Borderlands: The Pre-Sequel,get Borderlands 2 instead.,"['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,3,3,2,negativo
invaderzim48,76561198022415153,Borderlands: The Pre-Sequel,"First off I reccomend this game ON SALE, for very cheap. Second I reccomend this game ONLY to diehard Borderlands fans, the people who will play through the game and dlc several times with each character only and soley for the loot. It's a good solid Borderlands game and keeps all the base mechanics and art style from 2, but MY GOD is the ammount of pollitically correct, SJW, nonsense, just cringeworthy at some points. This is the first time I've ever wanted to play through a game muted for the entire time and I have a GOOD pair of headphones. Seriously though, I'm only an hour in and I already find myself cringing at some of the dialouge and characters, it's like this game has it's own political agenda. TL;DR If you can power through cringe worthy levels of SJW laced dialouge and play for the loot, you might like it.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2,4,3,3,negativo
Eidos,76561198154984552,Borderlands: The Pre-Sequel,"While the game is not the worst thing ever made, it lacks the love and dedication the previous tittle showed, and these details include : -An improved but not polished IA for combats, making some enemies walking through textures. -A weak and bland dialogue and not-so-great main NPCs, wich sometimes breaks the personality of characters making you wonder if the people who did this even bothered playing one playthrough the previous tittles. -An horrible work with the talking system with most NPCs since our character now is quite chatty but in most cases the NPCs doesn't answer you, if you talk them before you should, if you talk to a random citizen of the main city or if you just want to hear bandits say witty and funny comments, since interesting threats until reciting Hamlet. -The translation voice work, while soft-good in BL1 and great in all the languages (at least spanish, english, german, italian) in BL2, in this tittle is even annoying or just a bad joke to the consumer, depending on where you look at. The spanish voice of Wilhem and the name of Jack as a character are examples of this. Edit: Oh my godness, what the hell is going on with the english (English?) original version? Is this game oriented to deaf people to make them a favour? I don't even know at this point if the translation work is bad since I'm not sure how the hell you would make that frigging dialogue worth something. -An horrible try to make the LGTB collective something... what? Funny? tolerable? Normal? I don't even know. The ridicoulous high number of homosexuals, transexuals etc in this game looks like a joke, like an insult even to said collective since you have ""one of each"" as token minorities because they mix it with kind-of-jokes (kind of because they aren't funny) of vegans, animal-rights lovers, and put all them in some bunch of unbearable people all together, like if every homosexual human in the universe except Hammerlock would have to be a total pain to hear and lack any personality feature other than his sexual prefference. The ""bad boys"" of the game want to blow up the moon and if I could I would help them god damn it! I don't even understand who though this was a good idea, or how it can be so badly executed. Hammerlock mentiong his exboyfriend was simply great (you can notice nobody gives a ♥♥♥♥, and why someone would? We are in a planet with murder, genocide, evil corporations fighting each other and killing innocent people, monsters, and like in the real world, if someone enjoy laying with another person of his/her same sex with consent, is not a big deal!) but this is simply awful. You could picture me dressed as a bullfighter while I dislike that tradition heavily and still would be a better representation than what this game does with non-heterosexual people. -A strange political correctness (POLICAL CORRECTNESS IN BORDERLANDS, WHERE YOU SHOOT PSYCHOS IN THE HEAD CORROSIVE ACID WEAPONS) which, in some exact situations can be kinda funny, like being fined for saying bad words (like in Demolition Man), or reffering to Psycho midgets as ""tiny people"" while you are still allowed to kill them: this is a proper satyre of some political correctness matters, but hearing Jack using insults of a 2 years old while being shot... is just stupid and show some country (Australia) applied a law about ""no bad words"" and that destroy the spirit of a franchise with murder, pscychos and a♥♥♥♥♥♥ton of guns. I'm enjoying the game, moreless, because I could have been easily diagnosed with serious addiction to Borderlands, but and I didn't even mentioned the previous technical problems before my purchase.  The combat and money-guns management are better than the ones in BL2 for the ""vertical"" add of flying with the oxygen kits and money being something useful, not like in Borderlands 2 most of the time. But this doesn't explain the price. I bought the game and all the DLC for 21€ and I think that price is fair, even maybe too much. Purchase only if you're a borderlands maniac.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",1,3,3,3,negativo
wolfinston85,76561198126975019,Borderlands: The Pre-Sequel,"It's a game that takes everything that make the first two games classics and experiments with it enough, up to a point in which it removes a certain level of identity, while at the same time producing one of it's own.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,4,4,3,positivo
g4ng,76561197972607142,Borderlands: The Pre-Sequel,"Not quite as good as the amazing Borderlands 2, but pretty close since it's pretty much the same gameplay.  Anyway, you're wasting time reading this review that could be spent playing this game. Why are you still here?  Play the game.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",3,4,4,3,positivo
gws5597,76561198030920805,Borderlands: The Pre-Sequel,"It's playable and if you just want to shoot stuff for a few hours, it's okay. But it's nowhere near as good as Borderlands 2. The humour is gone. The NPCs are mostly forgettable. What really stands out are the side quests, which are the worst I've ever seen. You will do more backtracking here than you ever though possible, wandering through previous levels several times for that precious XP.","['Co-op', 'Action', 'FPS', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Funny', 'Shooter', 'Online Co-Op', 'First-Person', 'Adventure', 'Space', 'Sci-fi', 'Action RPG', 'Memes', 'Singleplayer', 'Atmospheric', 'Female Protagonist']",Very Positive,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",1,2,2,3,negativo
G'eZz. ♏,76561198116597856,Boson X,"for this 1 hour i play. -It's fun -addicting -Faster! - You need a good eye. -some players did more than 79 k points , my respects GG Im blind now, too much colours and stuff","['Indie', 'Action', 'Runner', 'Difficult', 'Arcade', '3D Platformer', 'Singleplayer', 'Great Soundtrack', 'Platformer']",Very Positive,"Ian MacLarty,Jon Kerney",0,4,4,4,positivo
AaToSMeD,76561198007817556,Boson X,An endless runner that trolls the player and forces them to end the game by pressing Esc to stop playing and quit. It's a runner where you are wearing shoelaces untied.,"['Indie', 'Action', 'Runner', 'Difficult', 'Arcade', '3D Platformer', 'Singleplayer', 'Great Soundtrack', 'Platformer']",Very Positive,"Ian MacLarty,Jon Kerney",1,3,3,4,negativo
