username,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
One Man and his Droid,76561198073270328,SolForge,"a cheeky little F2P card game, not quite fully realised yet, but getting there - looks MUCH better on the iPad though...","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,2,3,4,2,positivo
Ragnarokio,76561198076702328,SolForge,do card games count as video games?????,"['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,1,2,2,2,neutral
Arcane Azmadi,76561197996503472,SolForge,"The mechanics just don't work. Drawing a new hand each turn, cards having no costs but beiong restricted to 2 per turn under normal circumstances, ALL creatures (on BOTH sides of the battlefield) having to attack EVERY turn if they're able- the game is a complete mess. Really, that's all you need to say about it- the game mechanics are poorly conceived, poorly designed and poorly balanced and they make this game a complete waste of time.","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,1,0,1,2,negativo
Noetherian,76561198000942568,SolForge,"I have nearly fifteen hundred hours recorded on steam, and I also play this game a ton on my iPad. I have gotten more enjoyment out of SolForge than any other game that I have ever played ... and the game is still in early access! As someone who Kickstarted this game, I have found that it is worth every penny.","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,4,5,4,3,positivo
neji,76561197993405987,SolForge,I am addicted. This game has a lot of deck themes and are all potentially powerful. Some of the cards I think are too strong but I can live with it because it's relatively rare. Client is a bit buggy but this might be your next addictive game.,"['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,3,4,3,2,positivo
maye,76561198027863945,SolForge,"this game must be a joke, there is no online play... and if there is there are 6 ppl playing","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,1,1,1,2,negativo
WereChihuahua,76561197968515916,SolForge,"Most of the bugs are fixed, and the game is as good as ever. Give this one a try. I would argue that it is NOT pay to win. You can get everything you need by playing single player matched against a pretty good computer opponent until you are ready to swim with the sharks in online.","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,3,4,3,3,positivo
Start_Running,76561198043285599,SolForge,"It makes a valiant attempt truth be told and it does try a few unique things but alas it falls short of the gold standards of MTG and Yu-Gi_oh. The fact that your hand resets after every turn removes a very key strategic element from the game, the ability to plan. Combined with the 0 play cost of any card each round is essentially each player slapping their 3 most powerful cards in hand down. Admittedly there's random chance in all card games but imagine if you will a poker game where after each round everyone discards all the cards in their hand, shuffles them back into the deck and draws a new set of cards; It'd pretty much knock out many important strategic elements of the game. IN this game simply, there's no reason to not play your most powerful cards which is the frist sign that strategy has been pushed to the side in favour of fast games. In MTG there are very good reasons not to play your super cards, because you have to figure what sort of cards the opponent might be having that'll pretty much destroy opr turn the card against you. Moreso in YigiOh because of the trapcard system, here, none of that exists. Is the game enjoyable? Yes, to a point, and that's about the point when you realize winning or losing is basically a dice rolls. Imagine a game where each player takes turns rolling a dice, the first one to accumulate a total of 30 wins. Such a game can be fun and nail biting yes but in the end it can be rather unsatisfying because your actual input in the victory as the player is minimal. A good game for those who want to test the genre of COllectible Card Games but for seasoned experienced players, skip this one.","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,2,2,3,1,negativo
tuckboat,76561198158149244,SolForge,"When I first picked this up a few months back for an hour or so I shrugged my shoulders and tossed it aside (foolishly) having just spent a day or two on the vastly inferior bloodrealms I felt the similiarity of the lane style one card face off style fooled me into thinking they were the same game. I was wrong and the beauty and the simplicity of this game is that the choices you make early can completely change your end game strategy. As a CCG I will personally score this game highly because it breaks away from the Magic the Gathering formula that many recent ccgs are clutching to (Hearthstone, Hex). Though I love the game in the case of Hex, Shards of Fate, the best way I can put it is that they made some very basic and simple modifactions to MTG mechanics and cards and tweaked it to take advantage of digitial playing field. To be honest its nearly a blatant copy and some will hate on that but Hex took a great concept and made it better. Given that MTG has failed miserably and shamefully to be able to do the same with their own product I will just quitely applaud that the product is there to enjoy. I will however stand up and applaud louder when someone strikes out into some different territory and manages to make a few decisions (usually only two or three per turn) evolve into a complex web of moves and counter moves. There's alot here to love and I am ashamed I missed out on it the first go round. There are some weak points I will touch on but I would like to point out that there seems to be alot of hate in this review sections for this game that are centered around the ""pay-to-win"" aspect of this game. EVERY colletible card game has some element of this (Scrolls comes close but you can still get an advantage by tossing in some extra coin) and If your passing this one by because of all the hate you see in the forums or on the internet you are making a mistake. I paid absolutely nothing into this one for the few weeks and acquired a MASSIVE collection of cards to play with. There is plenty of fun to be had here without paying a dime. The worst thing far and away about this game is the User interface which I have found to be awkward and counterintutitive. There are achievments that can not be found anywhere in game which is a bit odd to me. The collection screen where you make decks is frustrating to say the least. This is a real shame because all the accessibility bonus the core mechanics offer to draw new people to the genres is lost pretty quickly when you can not figure out what is what after the brief tutorial. Overall Solforge offers something great from a mechanics standpoint and the f2p factor gives it a big boost for me (don't believe the hate). Recommended if your a fan of TCG's and want something a bit outside the box. 7/10","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,3,4,3,3,positivo
SoloPlayah,76561198045401832,SolForge,"I was on an off with this game. It seemed too hard, tried to distance itself to Magic + Spectromancer so much that it was too different. Had no motivation to pay money for it, so no wonder it went out of business.","['Free to Play', 'Card Game', 'Strategy', 'Trading Card Game', 'Casual', 'RPG', 'Multiplayer']",Mixed,Stone Blade Entertainment,2,2,2,4,negativo
