username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Waagenator,42.4,76561198047547993,total war: warhammer,"$431.00 Is the rough estimate of what it will cost you if you want to play this game in it's entirety upon completion of the ""Trilogy"". This is assuming TW:WH 2+3 have roughly the same amount of paid DLC as the first game. Base Game: $71.99 Downloadable Content: $71.64 Total for TW:WH1: $143.63 Multiply by 3 to complete the ""Trilogy"": $431.00 1 and 2 are essentially the same game, but with a different campaign map, and a different handful of factions. You need to own the first game to ""unlock"" these races in the second game, and I assume it will be the same case for the third game. If you don't mind purchasing [half of] the same game three times, plus paying extra for numerous other factions not included in the base game, and paying to see blood effects, then by all means buy this game and have fun. I only purchased because it was 75% off at the time.","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",3,3,4,3,neutral
ecziro,65.7,76561198035648087,total war: warhammer,"I totally recommend this game. PRO: - length and variety of different campaigns (you can play greenskins' campaign right after having played the dwarven one and feel a totally different campaign, even though these two are the two main nemesis in both campaigns); - research and building trees are DEEP; - different soldiers' skin within the same unit; - heros' skills tree are different (not too much) from each other; - occasional events are really fun; - units fighting don't look like a glob of pixels (TW: warhammer 2 cough...cough..) CONS: - blood and gore should be standard, not a paid DLC; - drop of frame rate occurs in battle modes skirmishes where full armies clashes;","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",4,4,5,3,positivo
Iareshantih,86.8,76561198072534332,total war: warhammer,"""86.8 hours play time"" Actuall game time max 1 hour, game dosn't exit even if Steam is shut down. Play time counter keeps on ticking cause of process running in background, same♥♥♥♥♥♥with Total War Attila.","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",2,1,2,3,negativo
Smickers,2.3,76561198045269163,total war: warhammer,"Ya'll like warhammer? well, this is the game for you! 10/10 would buy again.","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",4,5,5,3,positivo
QuantumJolt,365.7,76561198075326263,total war: warhammer,"Total War Warhammer is an all round great game, but it does have a flaw that prevents it from being a hands down masterpiece. Now even with this flaw I still highly reccomend this game to any fan of dark fantasies and Total War games or RTS's in general. Reasons why you should get this game Include: - A vast amount of rich and interesting lore behind the factions, their characters, individual units and locations to delve into. Warhammer has been around for ages and is an established fantasy IP and with good reason. You'll enjoy the game 100 times more if you learn about all the rivalries and history of the world. - 9 totally unique races/factions to choose from, including ulta violent orcs to manipulative and evil vampire counts. Each faction/race has its individual starting legebdary lords or entirely seperate sub-faction (For example there are the vampire counts and the Von Carsteins who share the same roster but have different starting locations and faction effects) - Every faction/race has their own unique roster, unlike Total War's historic titles no units are reused like spearmen or armored swordsman were where the only difference was a color change, accent and maybe slightly altered stats. Even when two factions have spearmen like the Empire and Brettonia, the spearmen have different models and stats. This makes every unit unique and not like a copy paste - Short battles is a common complaint seen in the reviews of this game. I would say this is a good thing. For instance the reason battles were longer in older titles, for example Medieval 2, is that units were very sturdy and could eat arrow volly after volly and not only that but the animations were slower. This often resulted in periods of battles where all you would do is fast forward because you didn't wanna stare at a slow melee grind for 5 minutes. In more recent titles like Shogun 2 and Warhammer the animations are fluid and quick and units take punishment like they should, thus resulting in quicker battles. Now for the biggest and in my opinion only set back for the game, the price tag. Unfortunatly you sort of need all the dlc to be able to enjoy this game at its fullest. Unfortunatly again, its 60 bucks standard price and with all its dlc you're looking at about 136 dollars, now i bought everything full price and i don't regret that, I think i got my moneys worth but do yourself and favor and pick it up during one of the major sales like the summer or winter sales.","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",5,4,5,3,positivo
aeltha,95.9,76561198027420375,total war: warhammer,One of the best Total War games.The depiction of the Warhammer World is absolutely amaying.Good Job Creative Assembly.,"['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",4,5,5,3,positivo
mrgarethrichards,1.0,76561198035362014,total war: warhammer,"Basically ♥♥♥♥ you CA for ripping off your costomer base. DLC is a♥♥♥♥♥♥♥trick, but you dont care as everyone is doing it. lol iI remember the days games used to come in a cardboard box and where tested and worked and a expansion was worth paying £20 for. you dont even see that you are killing your own industry. shame!","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",1,2,3,3,negativo
Mandrake,83.9,76561198045552589,total war: warhammer,Amazing game,"['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",4,5,5,3,positivo
Ouldn,12.0,76561198261687308,total war: warhammer,"I really like this game but if you put it to low graphics you can't see anything because the cloud are opaque and when i got i new computere i got to play it, I was doing very well until my armies starved and my capitol had too many rebelions. I almost completed the campaign but i didn't worry about one side of my land amd then next thing i know is that a really big army ♥♥♥♥s me in the♥♥♥♥♥i tried to send my armies but it was too late and i gave up but overall i really like this game if only i had friends that play games it would be even better. Modern korea is good i didn't take my dog there because someone might eat him i got access to North Korea but sadly i didn't go there i went under it do't tell kim jong un.","['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",3,4,4,3,positivo
Erwin,38.0,76561198129259063,total war: warhammer,Too bad this world went up during the End Times.,"['Strategy', 'Fantasy', 'War', 'RTS', 'Turn-Based Strategy', 'Games Workshop', 'Multiplayer', 'Grand Strategy', 'Tactical', 'Dark Fantasy', 'Action', 'Singleplayer', 'Atmospheric', 'Turn-Based', 'Co-op', 'Story Rich', 'RPG', 'Open World', 'Gore', '4X']",Mostly Positive,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",3,4,5,3,negativo
