username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Bismar7,24.3,76561198028152491,uplink,"One of few games I consider an honest, timeless, classic. Even now loading it up to see if playing it is just nostalgia I find that it offers even more depth and is even better than I remember it being. My teenager self remembers this game fondly being in my top ten, coming back to it as an adult and finding that unlike many others, it remains just as fun. 10/10, deserves a remake and sequel.","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,5,5,5,3,positivo
moguri,12.0,76561197970590902,uplink,The best (most fun) vaguely cyberpunk hacker simulator.,"['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,3,5,4,3,positivo
Decoy!,3.9,76561197967478627,uplink,"How have I not found this game sooner? This hacker sim will be fun for any techno-dork. The price was right too. From what I've played thus far, you are pretty much a hacker, and use computer programs to stealth your hacks. The use of console commands was a suprising touch. Music is even catchy. I'm going to go read Neuromancer again now...","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,5,4,3,positivo
Faentoller,4.6,76561198041295402,uplink,"To say this game is niche is an understatement. You play as a black hat navigating global networks, cracking passwords, stealing documents and emptying bank accounts. This game is played exclusively in hardcore mode, if you get traced, you are locked out and have to start from scratch. The game requires some knowledge of computers and networking, otherwise even the tutorial mission will not make much sense. For patient, determined gamers only.","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,3,5,4,positivo
Nightscythe1847,34.0,76561198064238438,uplink,"Old, fantastic hacking game that simulates your neckbeard as you hack the world's most secure locations.","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,5,5,3,positivo
Babina293,4.8,76561198114819008,uplink,loved it best hacking game ever!,"['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,5,5,3,positivo
Berteran,29.3,76561198022621720,uplink,"VERY VERY GOOD, offers a huge amount of freedom in a way in a way its a lot like Privateer and Elite space/combat/mission/trade sims, of the past where you instead travel and Own Cyberspace. a mostly unknown gem of a game, reminds me of the film hackers, great soundtrack, im hooked.","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,5,5,3,positivo
Mister Double Sevens,17.5,76561198043855307,uplink,"Got cocky and thought that bypassing the firewall, proxy, and monitor would make me immune to tracing. Didn't see any trace progress, assumed I pulled it off right. Was in the middle of draining a third account into mine when I realized I forgot to delete the first one's stateme-- Wait, what's a black screen mean? ...OH. I lost. Well then. ++++ This game can be surprisingly hectic, especially when you hear the trace tracker going haywire over you having less than 60 seconds left to delete logs and get out before AUTOMATIC DOOM. But there's a complacency too, once you get a nice massive bounce grid set up and get all three bypasses at max... except see the above scenario of UNEXPECTED DOOM. So don't get cocky. Don't forget that a tiny screwup somewhere can and will cost you. And yet, the sheer satisfaction you get for pulling off some of the hacks makes the panic worthwhile. I will say that the learning curve is kinda steep, and the game doesn't really do a good job of warning you when you need to step up your game and buy upgrades. And the game doesn't know the meaning of the words ""forgiveness"" and ""mercy,"" because screwing up the tougher hacks ends in either a loss of your Gateway and all upgrades (via Self-Destruct security module) or a game over that kills your save for any purpose other than viewing your final score. I give it 8/10, would play more.","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,4,5,4,positivo
♛Prince Of Jesters♛,25.1,76561198113067780,uplink,"To be honest, at first I thought it would be crap, bu hours later and so much fun stress caused I loved it. Nothing can ever give you a better feeling of being an ultimate hacker than this game. It's amazing and I love it.","['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,5,5,3,positivo
Alpha30xyz,5.5,76561198037556005,uplink,Very Positive for a reason....Great game and is something you can really just sit down late a t night and roleplay with. Your a hacker in an underground basement getting data and getting money.,"['Hacking', 'Indie', 'Strategy', 'Singleplayer', 'Cyberpunk', 'Great Soundtrack', 'Classic', 'Simulation', 'Sci-fi', '2D', 'Real-Time with Pause', 'Experimental', 'Story Rich', 'Atmospheric', 'Perma Death']",Very Positive,Introversion Software,4,5,5,3,positivo
