username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Otaku_redemption,8.7,76561198065394397,scribblenauts unlimited,Within those 6 hrs I have completed the game minus achievement hunting. Its the best causal invovative game to date. Buy it.,"['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
MajorLeagueJetFuel,11.7,76561198076791228,scribblenauts unlimited,Scribblenauts Unlimited is a a very fun game that is way better than the superhero one. If you want a Scribblenauts game get this one.,"['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
"Holy Fuckles, It's Knuckles",13.0,76561197979472247,scribblenauts unlimited,"Game might be a tad juevenile, but who cares?  You can spawn Angry Vengeful God and have him smite a Lawyer.  If you are easily entertained, this is for you, and easy enough to not have to stress about. Spent a weekend with a friend going back through and seeing how many problems can be solved by a Gun. Discovered that spawning Maxwell (the player character) creates an Evil version which spawns random things, which can sometimes be hilarious. Wacky waving inflatable arm flailing tube man is a thing that makes people happy.","['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
coolguy15536,42.1,76561198258416062,scribblenauts unlimited,"I really love this game and i would recommend it to people that love creativity,adventure,building,and stuff like that.I myself have adhd,turrets,and other things like that and kids with the same things will love it as much as i did..","['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
flyix7070,13.2,76561198304028791,scribblenauts unlimited,"I really like the game but, only one tiny problem. I got the game, played it once and then it wouldn't load.  How can I get it to load?","['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,2,3,4,2,neutral
ashflash,13.4,76561198055287132,scribblenauts unlimited,"Abraham Lincoln, a rocket launcher, and giant tacos can solve many problems. 11/10","['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
Smallfryfrozen,59.1,76561198200034878,scribblenauts unlimited,8/8 It's amazeeing,"['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
coolguy,14.9,76561198070120327,scribblenauts unlimited,It's very fun.,"['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,2,5,4,2,positivo
Crowsea,2.7,76561198041512799,scribblenauts unlimited,"The fun of Scribblenauts isn't in solving the puzzles. It's in solving them in the most horrible way possible that the game will let you get away with. Once I figured that out, it wasn't long before I realized that my little Scribblenaut character was not in this for the sister-saving heroics. Oh, no. Beneath that cute little hat and grin lurked the dark heart of a sociopath. A boy who dared to ask the questions that most sane people would never consider. A boy to whom even Cthulhu bows. Chaos incarnate. Some men just want to watch the world burn. And for our little Scribblenaut... A flamethrower is just a quick scribble away. God help us. God help us all.","['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,4,5,4,3,negativo
Azurine,3.4,76561198345262176,scribblenauts unlimited,Fun game to play. Very creative.,"['Puzzle', 'Casual', 'Adventure', 'Family Friendly', 'Sandbox', 'Singleplayer', '2D', 'Funny', 'Comedy', 'Open World', 'Strategy', 'Education', 'Cute', 'Fantasy', 'Moddable', 'Platformer', 'Multiplayer', 'Action', 'Replay Value', 'Indie']",Very Positive,5th Cell Media,3,5,4,2,positivo
