username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Sayori's Thiccness,32.2,76561198178265121,supreme commander: forged alliance,Rage nuked hidden submarines that had been bombarding my base for the past 15 minutes. 10/10,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,5,4,3,positivo
Nico_Glas,171.6,76561198008091496,supreme commander: forged alliance,"Best RTS of all time, shines through all other real time strategy games. Although the game is old it is still the best. Although I no longer play this steam version I still play it on a community driven software/lobby called FAF (Forged Alliance Forever) it has 300+ players online at all time. Almost no lag, You get mods easily downloaded as well as maps and always has updates which makes the game better all the time.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,3,positivo
AdmiralKunt,84.6,76561198067679689,supreme commander: forged alliance,"Not a bad game not at all, most definatly better than alot of rts games i have played so far.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,4,3,3,positivo
ursus,118.7,76561198040765220,supreme commander: forged alliance,please buy this game,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,5,4,3,positivo
Never Give Up !,0.2,76561198000949318,supreme commander: forged alliance,"If you prefer planing over micromanaging, it 's currently the best grand scale RTS out there. One important point to really enjoy it : Install FAF, the community multiplayer service.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,5,4,3,positivo
Benny,1.6,76561197970387323,supreme commander: forged alliance,best game ever even today,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,3,positivo
Zelph,15.5,76561197971772672,supreme commander: forged alliance,"Pretty much the ultimate RTS still. There's no RTS game better before or after this. The only downside is the slightly complex economy, but once you figure that out there is an amazing amount of different strategies to play. To every move there is always a counter, so it's always fun to try different ways to win. The game let's you play at the strategic level with lots of building and unit tasks able to be queued. The zoom out to strategic level is fantastic. Most of all the big units are just fun to use.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,3,positivo
The Red Viper,21.2,76561198283807672,supreme commander: forged alliance,"I have no hesitation in saying that this is my favorite rts of all time. The sheer variety of units and the balanced but asymetric factions make this a must have for any strategist. Brace yourselves, hide your nukes, and become a true SUPREME COMMANDER! ps. Cybran rules!","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,4,positivo
Serdar,81.1,76561198133564111,supreme commander: forged alliance,"I first heard this game from my cusin. He is one of the few peorsons around me who knows about a legendary RTS game called Total Annihilation. If you know and love Total Annihilation, you will also love this one too. This one specially the best of the whole franchise. The game engine and dynamics gives you a smooth game play experiance. It really makes you feel the same like you play Total Annihilation. Nearly same tech tree. Very nice and fun to play units and same game mechanics. you even have ""D"" gun on your commander too. I love the single player missions in Forged Alliance. I can play them again and again and again. I am an hardcore turtle. I always build a huge citadel like not a single unit can pass through and slowly build a brutal offensive force and destroy my enemy in a single hit. I used to play Total Annihilation in same way. I can spend hours in a single player campaign chaper to stabilize my citadel. This game allows me to do that. Also it expands the map during missions which gives me more citadel building options. Specially in hard mode being a turtle can be challenging too. Do not look at my play time. I play this game 100+ hours in offline mode. I finished the whole campaigns with all kind of options i can imagine. even i captured an enemy builder and used only enemy units. I have built a commander army to defeat my enemy. I tried all kind of army combinations. I even used offensive turret building and i still can play the game withouth getting bored. I loved the large unit concept which is called experimental units in the game. you can build huge expensive but strong robots to deal with your enemies. in the first game and the last one the experimental unit balance and feeling doesnt as good as in  Forged Alliance. What i most love about this game is the resource management. very simple but the way you use it is unique to the this game. you constandly generate non finishing resources and constandly spend them. management here is the difference between expence and income. I love how it changes by the time. and i love the fact that even with small amount of mass/metal income in start you can expand your income in game later with tech tree and mass/metal makers. and i love shields, shields baby! my shineys...","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,4,5,4,3,positivo
Quothcraft,157.9,76561198042727084,supreme commander: forged alliance,"Fight with hundreds of units, with THOUSANDS of reinforcments steadily streaming in. Play on maps SO BIG that you will always be expanding your defence network while exploiting gaps in your opponants. Surface, AND under, water combat, air units, ground units clash while cannons and artilery rain down from the other side of a map that can take units 10+ minuets to cross (Air transport, very important!) fun fun FUN!","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,5,4,positivo
No Way Out With No Escape,30.5,76561198151956731,supreme commander: forged alliance,"What can I say, this is from a time when THQ wasnt ruled by the terrible Sith Lord SEGA.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,5,4,3,positivo
[APG] Helljumper,25.5,76561198094999067,supreme commander: forged alliance,super fun old style game with great graphics and gameplay. only problem is multi went down but you can go and download forge alliance forever after buying this to be able to play with a still healthy online community so come on join the fun.,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,3,positivo
Joelibear,84.1,76561198030093467,supreme commander: forged alliance,Supreme Commander Rush: Ruined Friendships,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,4,3,4,negativo
Gamer61,94.9,76561197999056985,supreme commander: forged alliance,"Best strategy game. Still, in late 2016, great graphics, gameplay, and community (FAF).","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,5,4,3,positivo
Snowy556,192.1,76561198022432888,supreme commander: forged alliance,"Very fun game, make sure you have the base game too, as the faction that comes with this isn't for everyone's playstyle. Also Mods are a must, and a thing called FA forever should be downloaded too.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,2,5,4,3,positivo
Ranualf,759.1,76561198003709369,supreme commander: forged alliance,"A very good RTS, and if you loved TA, then this is the game for you. Personally i think it is better looking than sup com 2(which looks cartoon like). And nastier units- Huge experimentals- YES PLEASE! Do you love huge battles with a thousand units a side? Then BUY IT! BUY IT NAOW! Loose days of your life fighing for your faction!","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,3,positivo
chrisgaming70,200.1,76561198189085919,supreme commander: forged alliance,"I found out about this game from reading a top ten list of RTS games i found and I wondered what made this game so special, so i picked it up during the winter sale.  I can say it is one of the best purchaes i ever made this game has a big scale and is a blast the play.  I recommend that you download the mod Total Mayhem and Blackopssupport for new unit icons.","['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,3,positivo
Reuz,107.6,76561198028536930,supreme commander: forged alliance,Wonderful way to mindlessly kill time (at least for someone with a brain as screwed up as mine),"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,1,4,3,2,positivo
Idifix,35.8,76561197970349688,supreme commander: forged alliance,I still play this game after so manny years its still my favorite. I play on FAF and my god i still have so much fun. Truly epic i scale and counters a true master piece 10/10 !!!,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",Overwhelmingly Positive,Gas Powered Games,3,5,4,4,positivo
