username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Alfa C'hino,46.6,76561198046954990,wargame: european escalation,"Excellent modern day strategy, very much like World in Conflict and Total War (with tanks replacing horses).If you are expecting rts similiar to red alert, company of heroes or age of empires this one you should bypass.My score to this game is 4.5/5","['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,4,5,4,3,positivo
BlazedBanana,23.8,76561198012319031,wargame: european escalation,here,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,3,4,4,3,positivo
Canvas Wings Of Death,4.5,76561198052180969,wargame: european escalation,"If you have a micromanagement fetish, you will love this game. There is no way, you will ever -in one game- be immediately able to select the unit you want to select. Also, the number of different units is sheer infinite. THis might sound like heaps of fun at first, however, this also means, that there is no way, that you'll ever be able to understand every unit's abilities and counter abilities in detail. Plus the toolbar, or whatever the heck you would call this thing on the site of the screen is way too useless, and lacks many abilities that are only reachable through hot keys. Thus, learning the bloody hot keys before playing is obligatory. Or you're gonna have a BAAAD time. I thought of it as the advanced version of RUSE, but this game stands to RUSE, like a rhino stands to a dolphin: They're both mammals, but looking closer, you might as well see, that their evolution spread paths ages ago.","['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,2,3,4,4,neutral
Vader,2.3,76561198158029451,wargame: european escalation,"I like the idea of the game and there is alot of potential. However, the gamplay feels slow and boring. It is annoying how units are slowed down and disabled. The large scale battle seem petty compared to other game in this genre.","['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,3,2,3,3,negativo
Vector.45,117.5,76561198066123241,wargame: european escalation,you should play,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,3,4,4,3,positivo
WhiteKnight77,11.1,76561198019225301,wargame: european escalation,This game gets you to think about what kind of troops or units to commit to the battle at hand as well as keeping them supplied.,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,3,4,4,3,positivo
Adij,54.0,76561197972144267,wargame: european escalation,"if u like RTS where you actually need a decent knowledge of strategy and combat tactics , go for it , if u want to rush troops in masses without thinking get the ... away from this game ;)","['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,2,4,4,4,positivo
JPM39,22.2,76561197982750086,wargame: european escalation,"This game is not that bad, but the sequel Airland Battle is much better and more thought out.","['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,2,3,3,3,neutral
magic2k,22.5,76561197981004608,wargame: european escalation,great game,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,3,5,4,3,positivo
strigoii_mortii,36.0,76561197990546446,wargame: european escalation,A must-have hardcore RTS.,"['Strategy', 'RTS', 'Military', 'Cold War', 'Wargame', 'Realistic', 'Real Time Tactics', 'Alternate History', 'War', 'Action', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical']",Mostly Positive,Eugen Systems,3,5,4,4,positivo
