username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
caruch2001,1.4,76561197960931103,deus ex: invisible war,"With my review about the original Deus Ex and now this review for Invisible War, you’d think I have something against the series. I’m giving these games a shot but lost interest in both very quickly. This time I could barely make it to an hour and a half before calling it quits. There are some echoed statements from my previous review, including: +Default mapping of buttons is pretty nonsensical. +Uninteresting story +Bad voice acting I didn’t find the new HUD to be that bad and the enemy AI has definitely been improved over the first game. Invisible War also follows the original with a seemingly good amount of story and things to uncover that flesh out the plot. I used the Unified Texture Pack mod and widescreen support utility. Those 2 combined did make the game look good for its age, even at 1440p. The loading points are a bit strange. It will drop back to the desktop, flash a white screen and then reload. This takes a good 10 seconds or so and can be irritating. I’m 0-2 for liking Deus Ex games…but I’m hoping Human Revolution will snap me out of it.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,2,2,3,2,negativo
Bored Vulture,54.2,76561198088217961,deus ex: invisible war,"This was the first Deus Ex game I ever Played and to me, it was simply mind-blowing! It may lack an amazing story but it has awesome gameplay mechanics and a great weapons and Biomod system. Definitely easier than the original. This game, to me has a sense of nostalgia and epicness that could only be compared to other classic epics like Ocarina of Time and Halo: Combat Evolved. If you are looking for an enjoyable game experince packed with stealth, bargaining, head on combat and heavy decision making, I would definitely recommend Invisble War. I rate this game 8/10. I give it 8 because it did have a lot of exploitable bugs and tricks and the ammo system kind of got on my nerves but other than that, excellent game! BUY IT! :D","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,3,4,4,2,positivo
narc,0.1,76561197966003311,deus ex: invisible war,"After the masterpiece that was Deus Ex, this game was a real stinker in comparison. They did away with a lot of the complexities of the first game like being able to create any kind of character you want to a full on combat role that nobody was really looking for. The graphics look bad, the story is dull, some gamers might find some redeeming qualities as the setting is still an interesting premise, its just that the execution that left more to be desired.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,2,2,3,2,negativo
(LT1) Cygnus,1.4,76561198036186781,deus ex: invisible war,Lets pretend this never existed in the deus ex line up,"['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,1,1,2,2,negativo
Gold-Gamer,0.1,76561198064556363,deus ex: invisible war,Best Voice ackting and best Carackta Design 12/10,"['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,4,4,5,3,positivo
Sonofswift,2.1,76561197989176422,deus ex: invisible war,"That's it.  I give up.  I have tried at least 5 fixes to get this game working.  As soon as I solve one, another problem pops up.  Mouse not working - fixed, Steam not found error - fixed, initial game loading freeze - fixed.  Now when I get to the elevator and the game loads the next sequence it locks up again.  Only way to get around it is to stop the game in task manager.  Of course then I need to start over and it locks up when I get back to the elevator,  Unless I can get a quick response the game will be deleted.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,2,1,3,2,negativo
MedicinalBanana,0.6,76561198098252627,deus ex: invisible war,"(This review serves as a warning for those who are interested in purchasing Invisible War, and has nothing to do with the game itself in terms of graphics, gameplay, etc.) Unless you're really sure that the game will run with no problems, do not purchase Invisible War. My specs surpass recommended requirements, and the game lags all the time (even on the lowest settings). I've spent 2 hours just researching info on fourms and fix the game, but the best possible solution is not to bother, because of the game's coding was made. Because of Deus Ex: Invisible War's poor coding, the game may not run well with Multi-Core Processors.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,3,1,4,2,negativo
Two Gun Bob,0.3,76561198026806745,deus ex: invisible war,"Another exaple of the cancer that is killing Steam. Maybe if you still run win 98 or maybe XP, with a dinky little 15"" CRT, you might be able to get something out of this completely forgettable mess. Otherwise find a modern game with modern graphics and an interface that actually responds instead of broken crap like this.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,1,1,2,2,negativo
unIQue,25.3,76561197962576592,deus ex: invisible war,"If You think about playing DX:IW there is a good chance that You came across its older brother, DX. Either You hated it because at first glance the options were overwhelming, playing it like a shooter was hard and frustrating or loved it for its complexity, the richness of the world, the great storytelling. Either way, there are good news and bad news for You. I was one of those who disliked DX:IW when it came out. This was the time of a new console generationt and these swallowed a large proportion of the gaming community - and this was one of the first games the developers clearly created with console gamers in mind. This meant that the user interface was oversimplified and blocked half of the view, that the game was not properly optimized for PC, that the creators had to settle for smaller level size or decreased game complexity. All the above meant that in the eyes of most PC gamers DX:IW was an unbecoming second installation to its truly amazing predecessor. I played it through then halfheartedly, and then again and again with more and more enthusiasm. Now, 10 years later I will summarize my opinion as I see this game today, sometimes in comparison with DX. First our old grievances: - 10 years passed, so the lack of optimization is not an issue anymore, - there are community packs to make it look bettter, looks good for its age, - smaller levels meant more loading (game settings were broken up into smaller levels) but with today's PCs this only takes a moment - also not a problem anymore, - hud can be customized via mods. Bad that did not change (a matter of taste, for You all these can be aadvantagious): - still oversimplified: awkward inventory management, less augmentations, no skill system, universal ammo is stupid, less background info through holomail or newspapers, etc, - male protagonist looks and sounds like a member of a boy band, - stealth gaming style does not always work - no-kill approach does not work (in DX it was only one person You really had to kill to advance in the story) Good that will remain good til the end of times (some of these I have learnt to appreciate only on my subsequent walkthroughs): - somehow the writer(s) managed to incorporate all three DX game endings into the sequel, so whichever ending You are familiar with, You will easily find Your bearings and understand the premise, - sidequests are fun and inspired, - new augs (though fewer) are fun to use, - similarly the new weapon mods are useful and fun, - great level design means that most of the time You still can choose between covert or guns-blazing approach, - one of the best intros of its time, - great NPC additions like the OMAR or NG Resonance, - amazing places to visit like Antarctica, Trier or Cairo (including an arcology building which looks good and feels right) All in all in my eyes funnily enough with age the game got better. It might feel disappointing after playing DX (or liberating, if You like less complexity), but a great game on its own right. Where DX gets A+++, DX:IW is worth an A- easily. Recommended.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,4,3,4,3,positivo
ilmash,1.9,76561198160334740,deus ex: invisible war,"I liked the game, despite being the worst one from the universe. It has it's own feeling and, except from few moments, it felt good to me. Unfortunately, now on Win10 it's almost unplayable for me, tested with various configurations. Tried for 2 hours, but constant crashes aren't worth my time. Anyway, if it works on your setup - give it a try.","['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",Mixed,Ion Storm,3,2,4,3,neutral
