username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Kathartik,10.5,76561197998342655,renegade ops,"it's a fast paced satisfying twin stick shooter. the level up and reward system is good, and having a whole bunch of different characters with different abilities allows for multiple playthroughs and different playstyles.","['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,5,4,3,positivo
John D.,10.6,76561198005656582,renegade ops,If you played the old NES run and gun isometric games then this is for you.  Despite the fancy graphics and havok engine I just felt such a sense of nostalgia playing this.  The story is expectedly trite and obvious and the action is way over the top; it is exactly how it should be. Play it with friends and be sure to use a gamepad as driving with WASD in this is nightmarish.,"['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,4,5,3,positivo
Bravo21Niner,5.3,76561198064063575,renegade ops,stupidly hilarious funny♥♥♥♥♥♥:D,"['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,5,4,3,positivo
ronwidjaja,5.9,76561198100851076,renegade ops,"That was fun. :) Well...gameplay wise, it\'s pretty solid yet can\'t say similar thing in the story department. Gosh! It\'s so actually...well \""it\'s so bad it\'s good\"". Oh! and General Bryant is my new hero! LOL!","['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,4,3,3,positivo
ZXTjato,17.0,76561198150146904,renegade ops,"Originaly I had played Renegade Ops on console (PS3) my buddy and I played the crap out of the game leveling up multiple charecters. I saw this game on steam after being a PC convert and this game is so good to me I HAD to buy it again. This game IMO is best played with a game pad. Some Huge differances between console and PC its amazing how much better a simple game is on PC. I had an issue with the game crashing as it started, I have to go into my task manager and ""end task"" of some odd programs that conflict with this game. I rate this game a solid 9.5 of 10 graphics are fancy the game is smooth and polished buildings are destroyable and your charecter is boss at every thing.  There is a vehicle for all the tastes  and upgrades to build up more power. LOVE RENEGADE OPS","['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,3,5,4,3,positivo
8bitbum,10.1,76561198027072081,renegade ops,"Despite it being designed for controller (making keyboard controlling ♥♥♥♥ing hard) and a few minor bugs with steam, this game owns. Get this.","['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,4,4,3,positivo
[DGG]Schlarsa,6.5,76561198088685457,renegade ops,"Bought it on sale. Quite fun, and for that price its deffinetly worth it. Graphics are nice too.","['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,4,4,3,positivo
Cruentus Liber,7.7,76561197966961253,renegade ops,What an AWESOME and DESTRUCTIVE game this is :D i love it,"['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,2,5,4,3,positivo
dennisdee,15.4,76561198234613184,renegade ops,Got this game through a Humble Bundle and had no expectations. This is the most fun I had in the bundle sofar. The game does not try to be serious nor does it want to bother you with complex gameplay. Everything is focused on blowing stuff up without getting blown up and it works perfectly. The presentation fits with over-the-top characters and voice acting but - together with the comic-style panels also fits the game great. It's not an easy game - though the feeling of progress and being able to learn the enemy wave patterns can help the more casual gamer to progress and finish missions. Controller recommended for dual stick controls.,"['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,3,5,4,3,positivo
Kwayne,3.8,76561198013648132,renegade ops,"It's a good game, because explosions :)","['Action', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Arcade', 'Co-op', 'Online Co-Op', ""Shoot 'Em Up"", 'Local Multiplayer', 'Split Screen', 'Racing', 'Controller']",Very Positive,Avalanche Studios,1,4,4,2,positivo
