username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
~||クッキー||~,7.7,76561198054513725,rogue legacy,"A great game, but I'd wait for a sale.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,2,4,4,3,positivo
NetMoverSitan,44.0,76561198019906160,rogue legacy,"This game is a mix of ""Mega Man X"", Metroidvania (Which started with ""Castlevania: Symphony of the Night"") and other game elements that aren't immediately clear to me. It has enough random elements to stop this from becoming boring with a...unique method of leveling up. Time to send some inbred nobles to their deaths! LOL!!!","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,4,4,4,positivo
Shurikitsune,6.1,76561198109917437,rogue legacy,"Rogue Legacy is a roguelike (duh), bullethell, platformer, where you explore a randomly generated castle collecting gold in order to get better abilities. The biggest draw to this game for me was the fact that everything you earn is passed down to a new heir each time you die. Every heir has their own unique traits, classes, and spells at their disposal. The traits are sometimes helpful like perma-roided which gives you more knockback and drwarfism which makes you tiny and able to reach secret areas of the castle. Other traits however can be silly like colorblindness, nearsightedness, and vertigo, which flips the whole world upside down and reverses the controls. All in all definitely worthwhile if you can get it on sale. I give Rogue Legacy an 8/10","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,4,4,4,positivo
theatrical cat,39.8,76561198010024933,rogue legacy,"I hate rogue-like games, I hate 2D platformers, I hate generic pixel artstyles, and I hate super difficult games. And yet I love everything about this game. One of the only super-hard games out there that doesn't punish you for death; instead, dying is essential to playing to game. You HAVE to die to spend the coins you collect and level up your stats. It's ♥♥♥♥ing brilliant.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,5,4,4,positivo
Alternative Trash Bin,3.5,76561198067430234,rogue legacy,"Generation 87, haven't killed a single boss","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,1,3,4,5,neutral
LuciousBooty,39.4,76561198122139404,rogue legacy,THE MOST FUN GAME I HAVE AT THE MOMENT,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,2,5,4,4,positivo
Gnarwhal the Taj,29.6,76561197970472454,rogue legacy,A really fun and unique game.,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,5,4,4,positivo
rurouni82,31.1,76561198003932371,rogue legacy,"Anyone who likes Castlevania should enjoy this. It's unforgivably hard without seeming to be so, and provides a lot of replay value while forcing you to switch things up to keep things interesting and enjoy the game to the fullest.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,5,4,5,positivo
SpartaMou5,0.9,76561198098296885,rogue legacy,grindfest,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,1,3,2,4,negativo
Everyday Legend,63.0,76561198097529862,rogue legacy,"This game is deceptively addicting.  You pick it up, you don't intend on spending much time with it.  And you end up spending six hours with it per sitting.  You have to pry yourself away from the computer. In short, get it.  But be aware that you'll get hooked.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,5,4,4,positivo
rowanpotter,1.7,76561198328197401,rogue legacy,"the reincarnation mechanic is really interesting! it takes a number of runs of quickly, quickly dying to really get going, but once you start unlocking bonus classes and equipment - permanent bonuses across runs - you can at least survive long enough to get that 175 gold for the next upgrade, since gold doesn't carry over runs. the random characteristic mechanic is pretty cool - every incarnation, you get a choice between three characters with different classes and traits, so you can judge based on your playstyle and what upgrades you have which will be the most successful (or just the most fun!). there's no penalty for a ""bad"" run, really, except time and frustration. some characters are pretty clearly not gonna last, so you just do your best to get enough gold to improve for when a character that suits you comes along. personally, i love this take on roguelike, still permadeath but almost every death helps out your next run so you don't feel quite so hopeless when you keep. dying. all the time. a lot.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,4,4,4,positivo
MustyPillow,76.8,76561198112419628,rogue legacy,too much fun,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,2,5,4,4,positivo
Zeitgeist,58.6,76561198044803718,rogue legacy,"I distinctly remember asking myself after the first 20 minutes of trudging through the castle, ""Do I even enjoy this game"". 3 hours later, that question seemed very silly. With an interesting hook and an advancement system that keeps you playing just one more round, Rogue Legacy cemented itself as one of the most fun games I have played in quite a while.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,5,4,4,positivo
lemmiwinks531,19.0,76561198054810176,rogue legacy,Very fun game.,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,2,5,4,3,positivo
Grim Matchstick,45.8,76561198073199345,rogue legacy,Rogue Legacy is a nice little platforming game that takes some time to get used to but it keeps making you want to play more and more. Hard at times but very fun. You will die alot. 10/10 would die  again.,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,5,4,4,positivo
EvilBob,70.8,76561197964128278,rogue legacy,"The graphics initially threw me off, but it looked interesting enough to buy when it was on sale.  Now I regret not taking it seriously earlier.  Its a good game, solid play, lots of upgrades, and fun.  I'd pay full price for it.","['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Very Positive,Cellar Door Games,3,4,3,4,positivo
