username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Nightcore173,23.4,76561198196955926,hurtworld,The game is relay fun but it wont let me login,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,1,3,3,2,neutral
✪MadMrJason,24.5,76561198116524997,hurtworld,One of the best games I haver ever played.,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,3,5,4,3,positivo
G`boss CSGOFAST.COM,1.7,76561198105825495,hurtworld,"Awesome game, can't wait until it is completed.","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,4,4,3,positivo
bumblebooben,15.9,76561198079299514,hurtworld,"So far a great game. Why is it great though? In the second ingame night I was huddling by a fire for warmth. Some strangers drove up in their car with big scary spears and asked kindly to share the camp with me. I obliged thinking they were going to kill me. Instead one of them kneeled down while the other started dry humping his face, then told me to ""hit him from the back"". A few ingame days later I was out exploring and found a few houses without roofs. These roofless homes had some goodies I could see, so I jumped onto some torches on the outer walls, dropped down mission impossible style, stole all their stuff, and authorized myself to break their♥♥♥♥♥♥ tl;dr have orgies with strangers and ruin roofless people's lives","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,3,4,4,2,positivo
HowlingWolf | Fix js daybreak,279.2,76561198202526123,hurtworld,nice game,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,4,3,3,positivo
vitamins.exe,112.8,76561198271080308,hurtworld,<3,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,4,3,3,positivo
RyanBestMan,16.2,76561198053723170,hurtworld,Not enough servers. Game is... meh. It runs great. Just not enough servers so... I can't even play,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,1,2,3,2,negativo
shoker,1.9,76561198201841780,hurtworld,its like rust but its worse and costs more,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,1,2,2,3,negativo
Patrick Bateman,0.4,76561198022400853,hurtworld,"Overall, this game has a lot of potential but it is in no condition to be sold for twenty dollars right now. I can't get on a server without severe lag and there are no directions on how to run your own server on mac. I hope this game develops over time since it has great potential but as of now I would not recommend this game to a friend.","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,2,3,3,negativo
JustBasik ╰_╯,168.5,76561198042409934,hurtworld,Cudo *-* <3,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,4,4,3,positivo
Leopold Chicken Czar,233.0,76561198058542034,hurtworld,"Got this game through humble bundle. At first I loved it. The first 30 hours were fun until I started meeting the ppl in the community, most are fine but some are really toxic ppl that love to bully others. The game also freezes randomly and crashes every now and then. Many glitches, bugs and issues are still present. I would not recommend it and would not pay more than $5 for this mediocre experience.","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,2,3,3,negativo
rinzler1926,3.0,76561198186627119,hurtworld,wont work dead game,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,1,1,1,2,negativo
Klassiefeit,45.0,76561198180110751,hurtworld,"What a waste of money. Only way to enjoy this a bit is playing alone but theres NO ONE PLAYER OPTION. Bad servers,bad gameplay and way to expensive for what it is. Radiaton island only cost a few bucks and is better than this.","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,1,1,1,2,negativo
Norkan,4.5,76561198076911749,hurtworld,Grindy as hell.,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,1,2,2,3,negativo
*CSG* SnipeRageQuit,0.7,76561198095649478,hurtworld,"So heres my story... day one: - spawned - found rocks - found sticks - made hatchets - found ONE nice guy - got♥♥♥♥♥♥♥by 3 guys - LOST ALL MY STUFF :( Day two: -Spawned -Found more sticks and stones - got hit in the head by an arrow -day three: -spawned -died by a guy with a pickaxe -day four: -friend had to go to the store -im now lonely -help -omg -i got -100 stones and wood -turned night time -found campfire attended by 2 30 year old men -asked politely if i could use it too -they answeared ""yes just dont kill us"" -and i said ""yes sir"" -crouched by the fire -got double pickaxed to the head -LOST ALL MY STUFF -i just tried being a nice guy and i never killed anyone all the youtube vids are lies now, i thought it wouldnt be as much kos now..... theres sooo much.","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,2,3,4,negativo
C-17,34.2,76561198075911104,hurtworld,"hurtworld is a survival game with cartoon graphics. You will have the best moments playing this with friends. something needs to be added attachments, more guns,semplified building system(that's great btw), the cars claiming system or just to don't let people claim destroyed cars. Make car parts removable if placed! The detonator cap is really difficult to find! make c4 easier to craft! the optimization is good, i can get 120 fps.","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,4,3,3,positivo
Gurtlord,565.5,76561198216659611,hurtworld,Best game ever when u get into it!,"['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'PvP', 'Adventure', 'Sandbox', 'Action', 'First-Person', 'FPS', 'Co-op', 'Third Person', 'Shooter', 'Simulation', 'Indie', 'Singleplayer', 'Cartoony', 'PvE']",Mostly Positive,Bankroll Studios,2,5,4,3,positivo
