username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Mooman,106.0,76561198156072582,s.t.a.l.k.e.r.: call of pripyat,Download misery and you are good to go,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,2,4,5,3,positivo
jrnorman1040,248.5,76561198175124059,s.t.a.l.k.e.r.: call of pripyat,"Outstanding FPS. Surprising, challenging, exciting. High quality gameplay outweighs minor issues of this older game. Not for kids, this game is for the discriminating, experienced shooter. Difficulty level can be changed during a game.","['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,3,4,5,4,positivo
Thot Annihilator,8.0,76561198098172647,s.t.a.l.k.e.r.: call of pripyat,This game is good but some of the graphics and bugs should be worked out.I reccomend going online and getting the stalker complete mod which makes the graphics a lot better fixes some bugs and makes it fun,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,3,4,5,3,positivo
Exite,266.8,76561198027373701,s.t.a.l.k.e.r.: call of pripyat,(Download and install Misery Mod for this game).,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,3,4,5,4,positivo
Escrima,9.6,76561198043496759,s.t.a.l.k.e.r.: call of pripyat,"I bought this game for the MISERY mod, and i'm having the time of my life with it. It's also a pretty classic without mod but if you look into more immersion and realism with badass graphics and mechanics try it out!","['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,4,5,5,3,positivo
=][=AcousticHITMAN45=][=,0.4,76561198110058187,s.t.a.l.k.e.r.: call of pripyat,I am true slav now.,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,3,4,5,3,positivo
Darth_Deebs,14.4,76561198108402199,s.t.a.l.k.e.r.: call of pripyat,Game is a mash-up of Fallout 3 and Metro33 very fun to play,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,3,4,5,3,positivo
Pintheshadows,15.3,76561198087592268,s.t.a.l.k.e.r.: call of pripyat,"The STALKER series has terrified me for a very long time and Call of Pripyat is, in my eyes at least, the best of the three. Blending a terrifying open world with survivalist gameplay to create in the player, unbridled horror. The supernatural elements are terrific, the gunplay is visceral, and the twisted abominations (and the bloody Poltergeists) will make you jump. It also has a terrific modding community which I would implore any player to explore. I can't recommend this game, and the series, enough.","['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,5,5,5,4,positivo
dub537h,0.1,76561198178974397,s.t.a.l.k.e.r.: call of pripyat,"I played for 5 minutes and I can tell you this game is garbage. Good ideas, horrible execution. Even with every graphics setting on maximum, it is appalling to look at. I wish I could get my money back.","['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,1,1,1,2,negativo
quantum,2.9,76561198060602702,s.t.a.l.k.e.r.: call of pripyat,C.Y.K.A.: Call of Prip♥♥♥♥♥,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,4,5,5,3,positivo
fat™,19.4,76561198107586293,s.t.a.l.k.e.r.: call of pripyat,the boars are really americans,"['Atmospheric', 'Open World', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'Singleplayer', 'RPG', 'Survival Horror', 'Shooter', 'First-Person', 'Moddable', 'Horror', 'Zombies', 'Sci-fi', 'Classic', 'Adventure', 'Multiplayer', 'Sandbox', 'Action RPG']",Overwhelmingly Positive,GSC Game World,1,3,4,2,neutral
