username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
gsturge,138.2,76561198031339883,wasteland 2: director's cut,Very entertaining.,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,3,4,4,3,positivo
Mojo.91,65.6,76561198036298117,wasteland 2: director's cut,Good.,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,3,4,4,3,positivo
Wolf MacLeod,199.4,76561197985133263,wasteland 2: director's cut,"As one of the old guys on the internet, I played the original Wasteland many many years ago and loved it. I played the spiritual successor Fallout and enjoyed it as well. When I saw the Kickstarter campaign for a sequel, proposed by the creator of the game, I was on board. This is a throw back type game. Point and click, turn based combat, and flavor text. Oh so much flavor text. So many things are lovingly described which was a staple of the original game so many years ago. I am many hours into the game and still enjoying it. It's not for everyone though. It is a point and click'er which I know will turn off many of the Call of Duty crowd. I still recommend the game though.","['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,5,4,5,3,positivo
Mintberry crunch. no sound,1.9,76561198141510807,wasteland 2: director's cut,"there is no explaination of how to play the game u just get thrown into it... okay so i made 4 characters each a spec ie builder, medic ,lock picker, leader. I proceed to world map where i have my ""first encounter"" after completely skipping the first area as no idea what i can do in it. This ""encounter"" or fight, took about 10 minutes, not because it was a hard fight you know my guys got 20 something hp they got like 10 hp, and people hit 4-6 damage, but for some spastically ♥♥♥♥♥♥♥♥ reason they have about a 20% hit rate so 10 minutes later of people missing and just countinuely hitting and missing each other I won. Wooo first win i got some ammo no gun even though he was shooting me just some ammo u know cuz i cant pick up his gun no i got to use a stick... So i countinue to the first mission, where it tells me to pay a toll... and i don't even know where the money is or how much i have of it so of course i say no and proceed to fight the toll guys, i kill the first group after another 10 minute fight where one guy i apprently hadn't selected was stuck at the beginning of the map and had to use 4 full turns just to get into the fight, before another super ♥♥♥♥♥♥♥t 10 minute fight that coulda lasted 2 minutes if people were actaully hitting each other. I walk up to the radio tower and theres a gate i approach the gate alarm goes off and ANOTHER FIGHT happens and i've already spent all my items in the previous 2 fights as missing 90% of the hits is very challenging espically when they have a 50% hit rate and u have a 20% hit rate. So i fight them and kill 2 of them and the 3rd has 1 hp and wipes my last guy, the game hasn't even taught me how to save yet so i load auto save. I'm back at the beginning the radio tower and have to go through this ♥♥♥♥♥♥♥♥♥♥♥combat again 10/10 miss every hit again soo funn -.-","['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,1,1,2,3,negativo
Noffsnoffs,55.2,76561198005433303,wasteland 2: director's cut,Amazing! It feels like the good old days playing Black Isle or Troika games again. :),"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,4,5,5,3,positivo
WildWolf#41987,4.7,76561198074933227,wasteland 2: director's cut,Really a wonderful game.,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,4,5,5,3,positivo
Aztara,113.5,76561198134006400,wasteland 2: director's cut,What is this? I bought this game at 50 dollars for the same extras? Now your lowering the price another 10 dollars for 40 for the same material? Do people who pay more get part of the money they paid back? This seems really wrong.,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,2,2,3,3,negativo
hastyninja,21.0,76561198058508944,wasteland 2: director's cut,Fans of the original Fallout games should play this!,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,4,4,5,3,positivo
Ken Poch,97.4,76561198091630070,wasteland 2: director's cut,"Got my squad Blown the frack up by Isis. 10/10 the heathen in me would go to the ""safezone"" with out a monk escort again.","['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,3,4,5,4,positivo
blinelik1,43.7,76561198007263774,wasteland 2: director's cut,"Unfortunately very weak game with some RP and close to none tactical game play. Second disappointment of this year together with Divinity OS. Together they could be good game with 90+ out of 100 raiting, separate it's 45- for each. So basically no tactical gameplay(Brawling starts at first turn in that tactical game with relatively modern weapon, unless you know that there will be a fight and start first - then it starts 1-2 st turn). I wonder how do they get 80+ and community support though, even with rabidly old fan base - there is simply no game behind it. My advice - choose simplest level of difficuly(that doesn't make any difference except in how many bullets you spend), give 2 different weapon and 2-3 different skills to each toon(you have to use all skills to open all boxes), put points into 3 different ways of persuasion(yep, you cant threat on same level you can suck up) - and just RP through it. Will be nice japanese like story, with no - ofc. P.S. There is no point to compare it to Fallout - there is nothing that connects(except postacalyptic thingie) - visuals, tactics, RP - it's better in good oldies. Only reason to spend money for W2(vs other cheaper ways) is for hope to eventually get something worthy. And there is none. Upd. Didnt want to say anything about level of - it puts you into. But then after Alt-Tabing back to game after that review I've got ""impossible"" to open door that was 16% before. And even before alt-tab I couldn't even target second door in line of severals(targetable, if you start separately from them).","['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Very Positive,inXile Entertainment,1,1,2,2,negativo
