username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
PRESIDENT Trump,15.0,76561198202497475,tera,the game wont download so cant write anything good about the game,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",0,0,0,0,negativo
michaeloconnor352,3.7,76561198371823420,tera,This♥♥♥♥♥♥aint working,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",1,1,1,2,negativo
Thicc Anime Thighs,870.3,76561198080619562,tera,its good for passing time until RO comes out ^_^,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",2,3,3,2,positivo
risikanight,20.4,76561198095483420,tera,"I wanted to like this game, I really did. However, I was PUNISHED for doing side quests because this game throws so many experience boosters that it's extremely easy to overlevel. Overlevel too much and mobs won't drop any loot and you won't be able to instance match for story instances. I ended up at level 43 while still on level 31 story quests all because I did side quests and a single daily for a good amount of gold. Now the mobs won't drop even a single copper for me anymore. So I can either skip a huge amount of the story to go to the approiate level areas or not get any loot from mobs any more.","['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",2,2,3,2,negativo
Meowette,396.0,76561198147074747,tera,"As with most mmos, becomes a complete bore in a short period of time after every update, be it tiny or huge.","['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",2,2,3,2,negativo
Morrowicky,9.5,76561197998931581,tera,"I played this game about 2 years ago for like months straight, (my circadium rythm is set to 4 hours a night because of this game) I hadn't played it on the steam launcher, which i now see why, it has taken me literally a day and a half because of both♥♥♥♥♥♥internet and the games massive 29GB size, this being said, the game is massive in the first place, even the beginners area map is as large as an entire map of some games ive played. It's still downloading as im writing this mind you, but i really enjoyed the game previously, i would recommend a system that can run this game, i tried playing on a 2 GB, dual core, windows 7 laptop back in the day, i have since upgraded significantly. The game did run on my♥♥♥♥♥♥laptop, surprisingly. Anyways, the community of this game is a hit or miss, some people are awesome, and then you have those people run up on you on a horse and call you a ♥♥♥♥♥♥ and run away. You get a mix of everything, essentually. Great game, now i play the game of waiting for this mofo to download.","['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",3,4,4,3,positivo
Volaan,632.6,76561198077111485,tera,Love the game! great classes. I have tons of fun and love this game so much + Tons of action + Sexy models + Tons of content + Knows the different between an Xbox and a PS controller - Some classes are gender locked - Reaper class only unlocks after lvl 45 - Berserker can be a tank after lvl 65,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",3,5,4,3,positivo
Asuna Yuuki,732.4,76561198083061826,tera,Amazing combat system. Unlike any other mmorpg,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",2,5,4,3,positivo
BlackPeopleIsLife,1.6,76561198104190955,tera,suck balls kid,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",1,1,1,2,negativo
11 Jhin 11,1.5,76561198197689326,tera,POTATOES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",Very Positive,"Bluehole, Inc.",1,4,3,2,positivo
