username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
gdkags,0.4,76561197970405201,worms crazy golf,"Well. It's as boring as you would imagine golf. This one is not ""crazy"". We played the first few holes. Then changed to the last of a sequence and it was still boring. Good for kids that are easliy amazed, I guess.","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,2,2,2,negativo
SwissEraser,10.5,76561197985594080,worms crazy golf,Jeu Tres Sympa et fun mais pas pour 7.99 Euros Attendé Les Promos,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,4,4,2,positivo
Fredlas,35.0,76561198071586211,worms crazy golf,"Not a bad game! If you're up for a bit of a Worms laugh then it lives up to the peculiarities of the rest, but still an...interesting golf game ;)","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,4,4,2,positivo
ZombieWeber,4.1,76561197983297013,worms crazy golf,Einfach Großartig,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,5,4,3,positivo
Fugitive Mind,1.9,76561198105445916,worms crazy golf,"Surprisingly not bad. While it lacks some of the charm of the rest of the Worms series, the pleasant graphics and innovative hole design make it a solid way to kill a few hours.","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,4,4,3,positivo
Wolfcrafter,1.3,76561198105625710,worms crazy golf,g,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,0,4,3,2,neutral
Slaazz,30.9,76561197995909396,worms crazy golf,"Surprising good and funny and I don't even like golf, I got 30 hours out of this (completed every achievement).","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,5,4,3,positivo
Gh0st,0.5,76561198252935815,worms crazy golf,The game is kinda boring after you played it for a while,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,2,2,2,negativo
🌸Lady Neylian🌸,2.0,76561198063845874,worms crazy golf,"Simple, funny, good visual appeal and HD resolution - what more do you need to have a casual relaxing time off?","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,4,4,2,positivo
greams,4.0,76561198011663381,worms crazy golf,"I love Mini Golf, especially when it's hiliarious Worms Golf. Gr8 scenarios, cool achivements, always aiming for the birdie ;)","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,5,4,3,positivo
ChaosWarrior,0.4,76561198044629701,worms crazy golf,i already love it,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,5,4,2,positivo
SighClops,9.3,76561198158126889,worms crazy golf,"I can recommend this game when it is bought on sale or in a bundle (I bought the Team17 Humble Bundle). I think the game should cost around 5 bucks at most, since it can be finished in under 10 hours. The core mechanic is similar to throwing a grenade in a normal Worms game with some twists. After progressing through the levels the golf ball gets upgrades, which the player can choose from. However, when you get the reverse gravity ball, the game becomes way too easy. My opinion, Worms Crazy Golf is an okay single player experience, but for a multiplayer experience, I recommend buying either Worms Reloaded or Revolution (or both), it\'s much more fun.","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,3,3,2,neutral
Iso Koala,12.5,76561198081450332,worms crazy golf,"If you have a friend to play couch multiplayer against= great fun and good game ! If you dont have a couch playing friend = just pass the game, orrrrr buy it for 2-3 dollars if you love worms even in SP.","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,4,3,2,positivo
Nemesix86,22.3,76561197993484003,worms crazy golf,Great game!,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,5,4,2,positivo
Broey,3.6,76561198089004647,worms crazy golf,This by far is the most cuteist looking game in the worms series. it looks so nice and adorable and the music is nice and relaxing at times. The golf its self is actually not that bad u might think its boring but i think this is ok for a golf game and a spinoff! there's not much to say about this. But i will say i like it! i wanna see something like this again! i give it a 8/10! and i do recommened it if u want a nice golf game so i suggest u get it before jan 2 cause its almost 2 bucks! GO SNAG IT!,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,4,4,2,positivo
TheMadGingerOne,1.1,76561198110512799,worms crazy golf,very funny,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,4,4,2,positivo
CrazvFox,1.8,76561198351485813,worms crazy golf,Terrible. They got this all wrong. Very boring no fun. The title had potential but this is not worth the £1 paid.,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,1,1,2,negativo
=(e)= Spat856,1.1,76561198044140048,worms crazy golf,"Worms Crazy Golf is a super fun spin off title. if you ever wanted to play golf as a worm, this game is for you. Team17 still knows how to make really enjoyable games, dont listen to the negetive reviews.","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,2,5,4,3,positivo
Andys World!,2.0,76561198042437306,worms crazy golf,"Simple Challenges.... Basic Gameplay Not enough to keep you interested for more than an hour or 2 This is not a golf game crazy or otherwise putter, driver, wedge and iron all picked for you just power the bar and it hits. Fail to make par and you cant progress to next hole. You wont fail to make par........... Buy this if you like games designed to let you win without any real skill or challenge.... otherwise DON'T BUY THIS!","['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,2,2,1,negativo
cocopebbles76,0.1,76561198271972385,worms crazy golf,If you buy this game only buy it if its 50 cents or 99 cents because this is a game you only would really want to play while waiting for something. You could honestly play a very similar version of this somewhere for free on the internet.,"['Sports', 'Strategy', 'Golf', 'Casual', '2D', 'Local Multiplayer', 'Multiplayer', 'Puzzle']",Very Positive,Team17 Digital Ltd,1,2,2,2,negativo
Farlander,0.2,76561198049790538,worms pinball,"It's... pinball. Perfectly serviceable, but nothing really creative. Maybe it's just the game's old age showing, but there surely are much better pinball games around.","['Pinball', 'Casual', 'Arcade']",Mixed,Team17 Digital Ltd,1,3,2,2,neutral
