username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Sol Invictus,26.0,76561197999858314,thief: deadly shadows,"This is the 3rd game in the thief franchise, following Garrett exploits who always for some reason unwillingly getting himself involved in some world ending event that he accidently help to start and now must stop it. I have played the previous thief games in the series and I have entered this game with low expectations since I heard that this game is not a proper/good thief game and that this game is a step backward but I got to tell you that this game actually a very good and a proper thief game. Yes, it's flawed and feel rushed but it's still a good game. The graphics are very beautiful and aged very well and although I personally prefer the artstyle of thief 1 and 2 cutscenes, the cutscenes of this game have their own charm which I approve. Lockpicking is now a minigame....finally, you can climb down ladders safely without falling to your death now, new interesting gear to use like the gas bombs and the oil and the most important thing - you got a loot tracker where you can see how much loot you got in the middle of mission and how much still left around waiting for you to steal it. There are very serious problem and flaws with this game and I feel that they are as a result of a rushed release: The way Garrett move in this game is very sluggish compare to how he moved in the previous games, it feels like he moves in molasses,  and for some reason you can get stuck on the terrain and in some instances you will start to skate on the floor because it appears that you got stuck on the falling animation. The concept of the city is cool, you can go to other people houses, some stores and pubs and steal their stuff. There are also handlers that you can visit sell them your ill-gotten loot and blackmarket shops that will sell you equipment for your next missions and items for your house (this is instead of the starting menu before each mission in the previous game)...but again it feels like it was rushed and poorly implemented. The problem with the city is not the thing that I mentioned before, no, those work as they were intended.... it’s the city guards....not the other hostile NPC in the area......it’s the annoying stupid city guards. It becomes tiresome to evade every time those guards in order to get from one section of the city to the other, these guys are everywhere, and it becomes more of a nuisance then a challenge as you continue to play. I get the factions that can be hostile to you, but those have their special areas where you know you want to stay away from there unless you need something specific there…but the guards, there are just too many of them for the sizes of each quarter. I get it if the city would have shortcuts and more hidden routes to get around the guard problem but there aren't any. The difficulty adjustment is not well implemented, for example in the original thief games you were forbidden to kill anyone(because a true master thief don’t need to kill) but here on expert you are allowed to do so. Also to those who did the mission with the captain's widow: on that mission you need to get 90% of the loot on expert and you reach a point in the game were it is told that the widow will need the money in the specific chest to survive which is worth 12% of the total loot in the mission and you can see the problem…so on the other difficulties I would not have taken it...but apparently the devs didn’t playtest this part at the time and rushed it out. Other than that I have really enjoyed the game; the funny dialogues are still there…though I miss the Hammerites funny voice acting. Each mission feels different, especially the Shalebridge Cradle one, and the main villain and its minions are very unnerving. Final words? it's not a perfect thief game but still a good one. BTW this game is old and need patching with some fan made patches in order to played on modern systems without any problems. Go to the PCGAMINGWIKI site for the essential improvements and install the latest version of the Sneaky Upgrade patch in order to make the game more stable, add widescreen and choose what mods to install (or you can leave it vanilla).","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,4,3,4,3,positivo
mac_logo,29.9,76561197970358111,thief: deadly shadows,"This is an old game now, but it still stands as a great follow up to the archetypal sneaker. No game seris does stealth better and Thief: Deadly Shadows closed out the original Thief series with style. It's still fun today and it's emphasis on not killing unless absolutely required makes this a breah of fresh air, even today.","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,4,5,5,3,positivo
Parówek,7.8,76561198169771859,thief: deadly shadows,"Old but gold. Dark, ritualistic feel and good music / sounds.","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,4,4,5,3,positivo
✖️Evil Within✖,0.4,76561198053552710,thief: deadly shadows,"Perfect for classic Stealth fans who are looking forward to have some challenges,","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,4,4,5,4,positivo
Fartasaurus,4.0,76561198345479629,thief: deadly shadows,"The game itself is excellent.  I played it way back when on Xbox and it seriously fed my inner klepto.  I was excited to play this game again on my new PC...BUT there is a glitch that apparently is kind of common trying to run this game on higher PCs.  It's kept me from running the game past the tutorial. There are answers online as to how to fix this, but darned if I'm able to execute the solutions.  Big disappointment.","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,4,2,5,3,negativo
Wartyo,3.3,76561197970732643,thief: deadly shadows,"The pace of the game is slow, the animation definately dated, and the voices are...repetitive (to be kind).  That being said, if you have a few hours to kill and a will to find every nook and cranny, thief satisfies.  Skulking through dismal levels, waiting for minutes while the guard goes to sleep, navigating the world without a goal indicator, and then triumphantly completing a level without being seen, or fighting anyone!  There, gentlemen, is a true sense of accomplishment.","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,3,4,5,4,positivo
Fellini,5.0,76561198052135773,thief: deadly shadows,"Very good stealth game. High-res mod is recommended. Not on par with the prequels where story and atmosphere are concerned but in comparison to recent ""stealth games"" still a giant among dwarves.","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,3,4,4,3,positivo
DisaprovalFace,2.6,76561198142470200,thief: deadly shadows,"I found it to be pretty dull. The inability to run and the general slugishness of the movement made interacting the maps dificult. It sounds like all of the guards are being played by Gilbert Gottfried or Wallace Shawn, with dialog written for a childrens cartoon, which kept me from ever feeling any real tension or even caution. The fighting mechanics were all but nonexistant, the plot seemed terribly dull, the enviroment was dull, the music was dull, and the lock mini-games were pointless; lockpicking didn't provide any risk or challenge - as in the Elder Scrolls, for example - but rather it was just moving the mouse around and drifting half asleep.","['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,1,1,1,1,negativo
wavedarq,3.0,76561198042558571,thief: deadly shadows,Taught me to be okay with papyrus,"['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,3,4,5,3,positivo
Tim G,12.0,76561198076456689,thief: deadly shadows,AN AMAZING GAME FOR OLD SCHOOL GAMERS,"['Stealth', 'Atmospheric', 'Action', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Fantasy', 'Horror', 'Singleplayer', 'Adventure', 'Dark Fantasy', 'Medieval', 'Open World']",Very Positive,Ion Storm,4,5,5,3,positivo
