username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
YoungRascal,13.6,76561198000921299,deponia,"This game was a lot of fun.  I played this with my kids and we had a blast.  It was humourous (a little tacky at times) and reminded me of earlier games in this genre.  Most of the time it was clear what we needed to do to progress, but in some cases the puzzles are a bit obscure (this seemed to occur more in the sequels in this series). The main character, Rufus is an arrogant resident of Deponia trying to leave for a better life.  Although it can be sometimes hard to truly cheer on this idiot, the quirkiness of the story and the game's puzzles keep you interested just to see what kind of trouble this guy is going to get into next.","['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,4,4,4,3,positivo
Le Corn,9.2,76561198067664559,deponia,"In an age where the closest AAA title to a point and click adventure is Call of Pooty, This is a breath of fresh air. the feels tho... also the hards bro...","['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,4,4,5,3,positivo
Solanum nigrum,8.5,76561198036498823,deponia,"Welcome to the very eye-pleasing world of Deponia, where you are drowning in your own trash. It is time that you aka Rufus hit the ground running and get of this trashcan as fast as you can. In the middle of one of the best ever written point&click adventures since Monkey Island, you get close to a mysterious girl, find out about your mysterious father and why you end up with your face in the mud so mysteriously often. 10/10 This game is burning hot and stinks like trash","['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,5,5,5,3,positivo
Synthkat,1.7,76561198076743877,deponia,I wanna just say that this game makes me smile as the old and glorious LucasArts adventure games. Great job!,"['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,4,4,5,3,positivo
fasmike3,8.7,76561198401631607,deponia,Nice and fun Indie Quest,"['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,4,4,4,3,positivo
Chef Blazer,7.8,76561198112669681,deponia,kek,"['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,3,4,4,3,positivo
Koopa_G,2.6,76561198045758755,deponia,"The puzzles are often non-sensical and you'll find yourself trying ridiculous combinations and actions to *hopefully* make some sort of progress. I appreciate adventure games where the puzzles are difficult but logical. Though the characters and artwork are enjoyable, Deponia does not satisfy one's puzzle solving skills and one may find him/herself referencing a guide/walkthrough far too often.","['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,4,2,4,3,negativo
rogirx,11.3,76561198195213450,deponia,"The game is for kids. The only good thing is the graphics. All the rest (characters, storyline, puzzle’s logics) are very childish. The logic to solve the puzzles becomes hard because most of them are not rational.","['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,2,2,4,3,negativo
haundav,4.1,76561198116844493,deponia,Good for today but pales in comparisson to Classics like Space Quest,"['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,3,3,4,3,neutral
nonAnon,11.8,76561198000943158,deponia,"Nice little point and click adventure, I like the cartoon-style graphics. The writing is funny if a little cheesy. Some of the puzzles lack a little logic, but overall not bad.","['Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Indie', 'Puzzle', 'Dark Humor', 'Funny', 'Hand-drawn', 'Story Rich', 'Steampunk', '2D', 'Dystopian', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Hidden Object', 'Difficult']",Very Positive,Daedalic Entertainment,4,4,4,3,positivo
