username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
chubi,0.8,76561198039212173,szone-online,this game totally sucks,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,1,1,1,2,negativo
deaner6_2000,0.3,76561198118612891,szone-online,if you like pvp this game is for that.,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,1,4,3,3,positivo
INSTANTKARMA,1.0,76561198160895691,szone-online,dont even bother XD. its bad all around,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,1,1,1,2,negativo
Bioslash The destroyer,7.3,76561198094215623,szone-online,This game is beautiful in its own right i like the fact that it has monsters to kill and guns to shoot its ive played other games that have been like this maybe a little better but this game can be very decent if the textures were updated if anything this game is a work of art anone who doesnt play this is a noob,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,3,4,4,3,positivo
MYBEER30,2.1,76561198143380005,szone-online,"The controls and operations take some getting used to.  For a free to play game it a good way to kill time and shoot stuff.  Based along the same type of story line as the old S.T.A.L.K.E.R. game series.   So if you liked that series, you will enjoy this one","['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,3,3,4,2,positivo
ZoD*|Shadow_Soul,1.2,76561198101737006,szone-online,bad gameplay ever.....:(,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,1,0,2,2,negativo
Ironeyes,17.2,76561197972210646,szone-online,"The game is a  garbage copy of Stalker online. Same maps same quest givers, same game. Stalker online is way  better made though. The develepers of this game say that Stalker online is no longer availible but I am playing Stalker online right now.","['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,1,1,2,2,negativo
A Dab of Butter,1.9,76561198136762431,szone-online,i wont work for me it keeps saying cant find it and retry running.,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,1,1,1,2,negativo
RaiderofButts,1.1,76561198023991139,szone-online,"Broke my heart, my cheeki-breeki heart. Maybe there is still hope for this, because it's in early access stage. I want to believe.","['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,2,3,4,2,neutral
Ⓣⓞⓝⓨ④Ⓨⓐ,4.1,76561198137297602,szone-online,"Quick review for those you dont wanna read a lot: Rating:0/10 Notice:Russians are gods and all the other nation people are slaves. So I played this game for 4 hours some may say this isn't a lot of time playing but beilive me,1 hour is enough to learn what is going on with this game.Basicaly the only thing you see is Russian kids who spend tons and tons of $ because it's a Pay 2 Win game.And yes no other nation people pay easily money for this p2w game because there is no way for even an American player to play this thing if it is called even a game. I wonder why this game is still in steam.It is a waste of 2Gb space from your computer and your time. I DID NOT GIVE A SINGLE $ AND I WONT DO THAT NOW. I am not gonna say anything else anymore I can't write an full 12 page report for this ""Thing"" that is called ""game"".","['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Massively Multiplayer', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'Co-op', 'RPG', 'First-Person', 'PvP', 'Adventure', 'Atmospheric', 'MMORPG', 'Crafting', 'Horror']",Mixed,Cybertime System,0,0,1,1,negativo
