username,hours,user_id,title,text,tags,sentiment,developer,narrativa,jugabilidad,atmósfera,dificultad,tono_emocional
Alpha Bird,26.8,76561198126701401,blade symphony,"Great game and definitely worth the price, I would recommend buying while its on sale if you have the chance. The fighting is very fluid and only becomes more so when you get a better handle on the mechanics (parry, block, timing, combos). There are 4 different fighters with distinct styles and different sword types to augment the style of each fighter, so fighting can vary quite a bit from player to player. This game gets more and more fun as you learn to fight effectively, with matches becoming very entertaining to play or even watch in spectator mode. I'm looking forward to any add-on's that are in the future for this game.","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,3,5,4,3,positivo
Leonim,2.8,76561197985116601,blade symphony,Well worth the money best swordplay I have seen.,"['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,2,5,4,3,positivo
Lewd Loli Ravioli,6.4,76561198053644420,blade symphony,"Do you recommend this game? If someone were to read my thoughts, they would hear ""YES YES YES YES YES!"".","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,3,5,4,3,positivo
VVolfen,86.0,76561198053507496,blade symphony,"This is an excellent game for hardcore skill junkies. It takes concentration, technique, strategie, precision, and calm thinking. Other than the fact that it requires more skill than just about every other game ever, it acts just like a brawler game. Customize you character, jump around the arena (I forgot to mention you can run on walls), and reduce your opponent to 0 HP. Each of the 4 playable characters have their own strengths and weaknesses. Judgement hits like a truck, but is very slow and easy to dodge. Phalanx hits hard and fast, but most of his attacks take hella accuracy. Pure and Ryoku are similar in the sense they both use kicks and flips in their basic attacks. Ryoku's attacks are very short range, making it easy for a decent Phalanx or Judgement to pick him off. Pure so far I've noticed has no downsides. Huge range, impossible to hit, lots of DPS. OP need nerf. Other than the fact that she's too strong, the game is well balanced, beautifully rendered, and very smooth to play. Absolutely worth the 15$.","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,3,5,4,4,positivo
brief rock,187.7,76561198047559055,blade symphony,"For the most part, I have trouble giving this game a thumbs up since I know after this weekend I probably won't be playing with people who started the time I did. With the learning curve being somewhat high; not too much though, and also it being a little tricky to understand, this fun I've been having could be very short lived. Although that only being the case, I can't really see why not to pick it up. With it soon being 75% off and now maybe one having a taste of the game, this might spike up the players. The combat is very well classed right now of all the people you can choose from. Sure, sometimes spamming is the way to go and can be frustrating to deal with, but the game offers helpful strategies to bypass this. Then after a person learns to mix and match their fighting moves, they then learn which one they like the best. With an interesting plot, good balancing that's simple, and nice play time to boot if there are players to play with, then this game is a must have for a fighter enthusiest.","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,4,4,4,3,positivo
CodForGod™,102.6,76561198107271026,blade symphony,spam heavy and all your your dreams will come true,"['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,1,3,2,2,positivo
Macro,13.4,76561198010363835,blade symphony,An excellent three dimensional fighting game that rewards multiple play styles.,"['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,3,5,4,3,positivo
~ZepolaiT,4.2,76561198174868838,blade symphony,1.Good mechanics 2.Ded playerbase Conclusion: Ded playerbase for fighting game= don't buy!,"['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,1,4,2,3,negativo
Eddy Wong,9.0,76561198122427331,blade symphony,"THIS GAME IS THE BOMB, it is pretty hard to get used to when you start playing, but as you play it online, it's gets so much more fun","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,2,4,3,4,positivo
DarkMajinbuu,0.4,76561197992077736,blade symphony,"Hahaha this game is a joke!  Thanks God!  I bought it on sale, because $14.99 feels like stealing from your MOM.  And what makes me more sad is the reviews that people gave to this game.  Some reviewers said that this game is very fluid... HAHAHA  Please, make yourself a favor a spend your money in something better.  BTW, I know that the game is on Early Access but, trust me, I don't think it is going to get any better.","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,1,1,1,2,negativo
THE INCEPTION NONAME,32.9,76561198128447788,blade symphony,nice game so fun and more work shop,"['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Mostly Positive,Puny Human,2,4,3,2,positivo
